edit_index,doc_name,node_ix_src,node_ix_tgt,text_src,text_tgt,a,b,c,gold,node_type_src,node_type_tgt,parent_node_src,parent_node_tgt,s_index
1929,202-ARR,"202-ARR_v2_79@1==42,67","202-ARR_v1_78@1==50,71",the Q-P overlapping spans,the overlapping spans,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,202-ARR_v2_79@1,202-ARR_v1_78@1,2252
1930,202-ARR,"202-ARR_v2_86@4==29,32","202-ARR_v1_87@1==29,32",HLP,HIS,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,202-ARR_v2_86@4,202-ARR_v1_87@1,2269
1931,202-ARR,"202-ARR_v2_86@4==82,87",,which,,"Add,Clarity",,,"Add,Clarity",ss,ss,202-ARR_v2_86@4,,2269
1932,202-ARR,"202-ARR_v2_86@4==88,97","202-ARR_v1_87@1==86,93",indicates,showing,"Modify,Clarity",,,"Modify,Clarity",ss,ss,202-ARR_v2_86@4,202-ARR_v1_87@1,2269
1933,202-ARR,,"202-ARR_v1_78@0==0,13",,"In this part,","Delete,Clarity",,,"Delete,Clarity",ss,ss,,202-ARR_v1_78@0,2251
1934,202-ARR,,"202-ARR_v1_78@0==77,95",,on NQ training set,"Delete,Fact/Evidence",,,"Delete,Fact/Evidence",ss,ss,,202-ARR_v1_78@0,2251
1935,209-ARR,"209-ARR_v2_13@0==35,41","209-ARR_v1_11@0==35,46",of the,provided at,"Modify,Clarity",,,"Modify,Clarity",ss,ss,209-ARR_v2_13@0,209-ARR_v1_11@0,2344
1936,209-ARR,"209-ARR_v2_13@0==86,90","209-ARR_v1_11@0==91,97",task,task 1,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,209-ARR_v2_13@0,209-ARR_v1_11@0,2344
1937,209-ARR,"209-ARR_v2_16@3==117,127","209-ARR_v1_13@3==116,124",X-En model,XE model,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_16@3,209-ARR_v1_13@3,2354
1938,209-ARR,"209-ARR_v2_16@3==202,212","209-ARR_v1_13@3==199,207",En-Y model,EY model,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_16@3,209-ARR_v1_13@3,2354
1939,209-ARR,"209-ARR_v2_16@3==8,17","209-ARR_v1_13@3==8,16",X-Y pivot,XY pivot,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_16@3,209-ARR_v1_13@3,2354
1940,209-ARR,"209-ARR_v2_17@1==0,25","209-ARR_v1_14@1==0,16","Overall, our best systems",Our best systems,"Modify,Clarity",,,"Modify,Clarity",ss,ss,209-ARR_v2_17@1,209-ARR_v1_14@1,2356
1941,209-ARR,"209-ARR_v2_17@1==28,37","209-ARR_v1_14@1==19,24",24E12D+FT,BigFT,"Modify,Claim",,,"Modify,Claim",ss,ss,209-ARR_v2_17@1,209-ARR_v1_14@1,2356
1942,209-ARR,"209-ARR_v2_19@2==0,15","209-ARR_v1_15@0==0,24",In this section,In the following section,"Modify,Clarity",,,"Modify,Clarity",ss,ss,209-ARR_v2_19@2,209-ARR_v1_15@0,2359
1943,209-ARR,"209-ARR_v2_19@2==134,144","209-ARR_v1_15@0==143,154",NMT models,MNMT models,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,209-ARR_v2_19@2,209-ARR_v1_15@0,2359
1944,209-ARR,"209-ARR_v2_19@2==173,239",,", while distilling the proposed MNMT systems (Kim and Rush, 2016).",,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,209-ARR_v2_19@2,,2359
1945,209-ARR,"209-ARR_v2_19@3==11,16","209-ARR_v1_17@0==85,93",touch,touching,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_19@3,209-ARR_v1_17@0,2360
1946,209-ARR,"209-ARR_v2_19@3==139,142","209-ARR_v1_17@0==216,226",for,for better,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,209-ARR_v2_19@3,209-ARR_v1_17@0,2360
1947,209-ARR,"209-ARR_v2_19@3==143,146","209-ARR_v1_17@0==227,229",X-Y,XY,"Split+Modify,Grammar",,,"Split+Modify,Grammar",ss,ss,209-ARR_v2_19@3,209-ARR_v1_17@0,2360
1948,209-ARR,"209-ARR_v2_19@3==147,159","209-ARR_v1_17@0==227,229",translations,XY,"Split+Modify,Clarity",,,"Split+Modify,Clarity",ss,ss,209-ARR_v2_19@3,209-ARR_v1_17@0,2360
1949,209-ARR,"209-ARR_v2_20@2==105,108","209-ARR_v1_18@2==105,107",,,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_20@2,209-ARR_v1_18@2,2362
1950,209-ARR,"209-ARR_v2_20@2==125,133","209-ARR_v1_18@2==124,132",78M-279M,24M-192M,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,209-ARR_v2_20@2,209-ARR_v1_18@2,2362
1951,209-ARR,"209-ARR_v2_20@2==134,163","209-ARR_v1_18@2==133,147",sentence pairs per direction.,per direction.,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,209-ARR_v2_20@2,209-ARR_v1_18@2,2362
1952,209-ARR,"209-ARR_v2_20@2==89,97","209-ARR_v1_18@2==89,97",existent,existing,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_20@2,209-ARR_v1_18@2,2362
1953,209-ARR,"209-ARR_v2_23@2==16,34","209-ARR_v1_20@2==16,34","Kasai et al., 2021","Kasai et al., 2020","Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,209-ARR_v2_23@2,209-ARR_v1_20@2,2319
1954,209-ARR,"209-ARR_v2_23@2==161,170","209-ARR_v1_20@2==161,174",the issue,the the issue,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_23@2,209-ARR_v1_20@2,2319
1955,209-ARR,"209-ARR_v2_23@4==174,190","209-ARR_v1_20@4==175,191",,,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_23@4,209-ARR_v1_20@4,2320
1956,209-ARR,"209-ARR_v2_23@4==21,24","209-ARR_v1_20@4==21,25",NMT,MNMT,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,209-ARR_v2_23@4,209-ARR_v1_20@4,2320
1957,209-ARR,"209-ARR_v2_23@4==58,74","209-ARR_v1_20@4==59,75",Transformer base,Transformer Base,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_23@4,209-ARR_v1_20@4,2320
1958,209-ARR,"209-ARR_v2_23@5==102,106",,MNMT,,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,209-ARR_v2_23@5,,2321
1959,209-ARR,"209-ARR_v2_23@5==134,137","209-ARR_v1_20@5==128,132",,,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,209-ARR_v2_23@5,209-ARR_v1_20@5,2321
1960,209-ARR,"209-ARR_v2_23@5==36,39","209-ARR_v1_20@5==36,38",X-Y,XY,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_23@5,209-ARR_v1_20@5,2321
1961,209-ARR,"209-ARR_v2_23@6==129,147","209-ARR_v1_20@6==135,151","de, fr, es, it, pl","de, fr, es,it,pl","Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_23@6,209-ARR_v1_20@6,2322
1962,209-ARR,"209-ARR_v2_23@6==50,64","209-ARR_v1_20@6==50,69",we train light,we train five light,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,209-ARR_v2_23@6,209-ARR_v1_20@6,2322
1963,209-ARR,"209-ARR_v2_23@6==65,68","209-ARR_v1_20@6==70,74",,,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,209-ARR_v2_23@6,209-ARR_v1_20@6,2322
1964,209-ARR,"209-ARR_v2_24@5==108,117","209-ARR_v1_21@5==95,108",averagely,significantly,"Modify,Claim",,,"Modify,Claim",ss,ss,209-ARR_v2_24@5,209-ARR_v1_21@5,2326
1965,209-ARR,"209-ARR_v2_24@5==136,171","209-ARR_v1_21@5==127,150",conventional pivot-based baselines.,conventional baselines.,"Modify,Claim",,,"Modify,Claim",ss,ss,209-ARR_v2_24@5,209-ARR_v1_21@5,2326
1966,209-ARR,"209-ARR_v2_24@5==37,40","209-ARR_v1_21@5==37,41",the,each,"Modify,Claim",,,"Modify,Claim",ss,ss,209-ARR_v2_24@5,209-ARR_v1_21@5,2326
1967,209-ARR,"209-ARR_v2_24@5==41,50","209-ARR_v1_21@5==42,51",fineutned,finetuned,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_24@5,209-ARR_v1_21@5,2326
1968,209-ARR,"209-ARR_v2_24@5==51,64",,multi-centric,,"Add,Claim",,,"Add,Claim",ss,ss,209-ARR_v2_24@5,,2326
1969,209-ARR,"209-ARR_v2_24@5==65,72","209-ARR_v1_21@5==52,58",systems,system,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_24@5,209-ARR_v1_21@5,2326
1970,209-ARR,"209-ARR_v2_25@0==73,77","209-ARR_v1_22@0==73,74",five,5,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_25@0,209-ARR_v1_22@0,2327
1971,209-ARR,"209-ARR_v2_25@0==78,103","209-ARR_v1_22@0==75,88",bilingual En-X directions,EX directions,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,209-ARR_v2_25@0,209-ARR_v1_22@0,2327
1972,209-ARR,"209-ARR_v2_3@0==103,118","209-ARR_v1_2@3==102,116",X-Y translation,XY translation,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_3@0,209-ARR_v1_2@3,2347
1973,209-ARR,"209-ARR_v2_3@0==11,21","209-ARR_v1_2@3==11,20",this issue,the issue,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_3@0,209-ARR_v1_2@3,2347
1974,209-ARR,"209-ARR_v2_7@2==170,249",,", since we have introduced more one-to-many translation tasks into the training",,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,209-ARR_v2_7@2,,2336
1975,209-ARR,"209-ARR_v2_7@2==19,30","209-ARR_v1_5@2==19,29",experiments,experiment,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_7@2,209-ARR_v1_5@2,2336
1976,209-ARR,"209-ARR_v2_8@0==215,223","209-ARR_v1_6@0==214,226",transfer,transferring,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_8@0,209-ARR_v1_6@0,2337
1977,209-ARR,"209-ARR_v2_8@0==234,288","209-ARR_v1_6@0==237,276",from pretraining to task-specific multilingual systems,from the complete multilingual training,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,209-ARR_v2_8@0,209-ARR_v1_6@0,2337
1978,209-ARR,"209-ARR_v2_8@0==94,110","209-ARR_v1_6@0==94,109",X-Y translations,XY translations,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_8@0,209-ARR_v1_6@0,2337
1979,209-ARR,"209-ARR_v2_8@2==174,188","209-ARR_v1_6@2==173,186",X-Y directions,XY directions,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_8@2,209-ARR_v1_6@2,2339
1980,209-ARR,"209-ARR_v2_8@2==68,79","209-ARR_v1_6@2==68,78",many-to-one,manyto-one,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_8@2,209-ARR_v1_6@2,2339
1981,209-ARR,"209-ARR_v2_8@3==0,24","209-ARR_v1_6@3==0,13",The experimental results,Experimenting,"Modify,Clarity",,,"Modify,Clarity",ss,ss,209-ARR_v2_8@3,209-ARR_v1_6@3,2340
1982,209-ARR,"209-ARR_v2_8@3==120,140","209-ARR_v1_6@3==123,147",against conventional,against the conventional,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_8@3,209-ARR_v1_6@3,2340
1983,209-ARR,"209-ARR_v2_8@3==141,221","209-ARR_v1_6@3==148,188",bilingual approaches and many-to-one multilingual approaches for most directions,bilingual approaches for most directions,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,209-ARR_v2_8@3,209-ARR_v1_6@3,2340
1984,209-ARR,"209-ARR_v2_8@3==25,38","209-ARR_v1_6@3==48,57",on the WMT'21,at WMT'21,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_8@3,209-ARR_v1_6@3,2340
1985,209-ARR,"209-ARR_v2_8@3==52,68","209-ARR_v1_6@3==30,47",translation task,translation tasks,"Modify,Grammar",,,"Modify,Grammar",ss,ss,209-ARR_v2_8@3,209-ARR_v1_6@3,2340
1986,209-ARR,"209-ARR_v2_8@3==69,73","209-ARR_v1_6@3==59,76",show,we have confirmed,"Modify,Clarity",,,"Modify,Clarity",ss,ss,209-ARR_v2_8@3,209-ARR_v1_6@3,2340
1987,209-ARR,"209-ARR_v2_8@3==91,95","209-ARR_v1_6@3==94,98",have,show,"Modify,Clarity",,,"Modify,Clarity",ss,ss,209-ARR_v2_8@3,209-ARR_v1_6@3,2340
1988,209-ARR,,"209-ARR_v1_17@0==3,76",,"validate our proposed approach in an extremely large-scale setting, while","Delete,Fact/Evidence",,,"Delete,Fact/Evidence",ss,ss,,209-ARR_v1_17@0,2360
1989,218-ARR,"218-ARR_v2_2@3==0,2","218-ARR_v1_2@3==49,51",We,we,"Modify,Grammar",,,"Modify,Grammar",ss,ss,218-ARR_v2_2@3,218-ARR_v1_2@3,2450
1990,218-ARR,"218-ARR_v2_2@3==58,71","218-ARR_v1_2@3==107,117",,,"Modify,Grammar",,,"Modify,Grammar",ss,ss,218-ARR_v2_2@3,218-ARR_v1_2@3,2450
1991,218-ARR,"218-ARR_v2_2@3==79,81","218-ARR_v1_2@3==0,2",to,To,"Modify,Grammar",,,"Modify,Grammar",ss,ss,218-ARR_v2_2@3,218-ARR_v1_2@3,2450
1992,218-ARR,"218-ARR_v2_2@3==82,114","218-ARR_v1_2@3==3,48",further improve the performance.,"further improve the performance of our model,","Modify,Clarity",,,"Modify,Clarity",ss,ss,218-ARR_v2_2@3,218-ARR_v1_2@3,2450
1993,218-ARR,"218-ARR_v2_2@5==0,15","218-ARR_v1_2@5==0,11",Our multi-scale,Multi-scale,"Modify,Grammar",,,"Modify,Grammar",ss,ss,218-ARR_v2_2@5,218-ARR_v1_2@5,2457
1994,218-ARR,"218-ARR_v2_2@5==115,123","218-ARR_v1_2@5==111,120",suggests,indicates,"Modify,Clarity",,,"Modify,Clarity",ss,ss,218-ARR_v2_2@5,218-ARR_v1_2@5,2457
1995,218-ARR,"218-ARR_v2_2@5==129,181","218-ARR_v1_2@5==126,155",the novel text representation proposed in this paper,our novel text representation,"Modify,Clarity",,,"Modify,Clarity",ss,ss,218-ARR_v2_2@5,218-ARR_v1_2@5,2457
1996,218-ARR,"218-ARR_v2_2@5==182,219","218-ARR_v1_2@5==156,175",may be a new and effective choice for,is a new choice for,"Modify,Claim",,,"Modify,Claim",ss,ss,218-ARR_v2_2@5,218-ARR_v1_2@5,2457
1997,218-ARR,"218-ARR_v2_2@5==220,235","218-ARR_v1_2@5==176,191",long-text tasks,long text tasks,"Modify,Grammar",,,"Modify,Grammar",ss,ss,218-ARR_v2_2@5,218-ARR_v1_2@5,2457
1998,218-ARR,"218-ARR_v2_45@5==9,20","218-ARR_v1_48@5==9,19",token-scale,word-scale,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,218-ARR_v2_45@5,218-ARR_v1_48@5,2420
1999,218-ARR,"218-ARR_v2_45@6==34,48","218-ARR_v1_48@6==34,47",document-scale,documentscale,"Modify,Grammar",,,"Modify,Grammar",ss,ss,218-ARR_v2_45@6,218-ARR_v1_48@6,2421
2000,218-ARR,"218-ARR_v2_45@6==53,64","218-ARR_v1_48@6==52,62",,,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,218-ARR_v2_45@6,218-ARR_v1_48@6,2421
2001,218-ARR,"218-ARR_v2_6@0==169,177","218-ARR_v1_8@0==154,160",and etc.,", etc.","Modify,Grammar",,,"Modify,Grammar",ss,ss,218-ARR_v2_6@0,218-ARR_v1_8@0,2444
2002,218-ARR,"218-ARR_v2_6@0==64,114","218-ARR_v1_8@0==64,97",multiple signals from different granularity levels,multi-scale features of the essay,"Modify,Clarity",,,"Modify,Clarity",ss,ss,218-ARR_v2_6@0,218-ARR_v1_8@0,2444
2003,218-ARR,"218-ARR_v2_79@2==54,67","218-ARR_v1_78@2==54,64",out-of-domain,out-domain,"Modify,Grammar",,,"Modify,Grammar",ss,ss,218-ARR_v2_79@2,218-ARR_v1_78@2,2432
2004,218-ARR,"218-ARR_v2_79@2==92,119","218-ARR_v1_78@2==89,103",pre-train the model on them,pre-train them,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,218-ARR_v2_79@2,218-ARR_v1_78@2,2432
2005,218-ARR,"218-ARR_v2_85@1==109,118","218-ARR_v1_83@1==109,127",WordPiece,averaged WordPiece,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,218-ARR_v2_85@1,218-ARR_v1_83@1,2433
2006,218-ARR,"218-ARR_v2_85@1==119,125","218-ARR_v1_83@1==128,135",length,lengths,"Modify,Grammar",,,"Modify,Grammar",ss,ss,218-ARR_v2_85@1,218-ARR_v1_83@1,2433
2007,218-ARR,,"218-ARR_v1_2@5==192,215",,when equipped with BERT,"Delete,Claim",,,"Delete,Claim",ss,ss,,218-ARR_v1_2@5,2457
2008,24-ARR,"24-ARR_v2_43@1==12,20","24-ARR_v1_52@1==12,21",Figure 1,Figure 1a,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,24-ARR_v2_43@1,24-ARR_v1_52@1,2592
2009,24-ARR,"24-ARR_v2_43@1==140,145","24-ARR_v1_52@1==137,142",F DEC,F dec,"Modify,Grammar",,,"Modify,Grammar",ss,ss,24-ARR_v2_43@1,24-ARR_v1_52@1,2592
2010,24-ARR,"24-ARR_v2_43@1==22,33","24-ARR_v1_52@1==23,30",latent-GLAT,mix-GLT,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,24-ARR_v2_43@1,24-ARR_v1_52@1,2592
2011,24-ARR,"24-ARR_v2_43@1==64,69","24-ARR_v1_52@1==61,66",F ENC,F enc,"Modify,Grammar",,,"Modify,Grammar",ss,ss,24-ARR_v2_43@1,24-ARR_v1_52@1,2592
2012,24-ARR,"24-ARR_v2_50@1==0,12","24-ARR_v1_57@1==0,7",Specifically,Notably,"Modify,Clarity",,,"Modify,Clarity",ss,ss,24-ARR_v2_50@1,24-ARR_v1_57@1,2594
2013,24-ARR,"24-ARR_v2_50@1==109,132","24-ARR_v1_57@1==127,145","GLT, Qian et al., 2021a","Qian et al., 2021a","Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,24-ARR_v2_50@1,24-ARR_v1_57@1,2594
2014,24-ARR,"24-ARR_v2_50@1==14,29","24-ARR_v1_57@1==9,17",we parameterize,we model,"Modify,Clarity",,,"Modify,Clarity",ss,ss,24-ARR_v2_50@1,24-ARR_v1_57@1,2594
2015,24-ARR,"24-ARR_v2_50@1==30,38","24-ARR_v1_57@1==18,46",the F LP,the latent variable sequence,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,24-ARR_v2_50@1,24-ARR_v1_57@1,2594
2016,24-ARR,"24-ARR_v2_50@1==44,61","24-ARR_v1_57@1==52,70",nonautoregressive,non-autoregressive,"Modify,Grammar",,,"Modify,Grammar",ss,ss,24-ARR_v2_50@1,24-ARR_v1_57@1,2594
2017,24-ARR,"24-ARR_v2_50@1==70,73","24-ARR_v1_57@1==78,91",and,", in which we","Modify,Clarity",,,"Modify,Clarity",ss,ss,24-ARR_v2_50@1,24-ARR_v1_57@1,2594
2018,24-ARR,"24-ARR_v2_5@1==213,284","24-ARR_v1_5@1==213,259",to decompose target sentences and serve as the springboard for decoding,serve as the springboard for parallel decoding,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,24-ARR_v2_5@1,24-ARR_v1_5@1,2603
2019,24-ARR,"24-ARR_v2_5@1==338,341","24-ARR_v1_5@1==313,315",and,or,"Modify,Grammar",,,"Modify,Grammar",ss,ss,24-ARR_v2_5@1,24-ARR_v1_5@1,2603
2020,24-ARR,"24-ARR_v2_65@0==110,118","24-ARR_v1_71@0==107,116","Y | ẑ, X","Y| ẑ, X )","Modify,Grammar",,,"Modify,Grammar",ss,ss,24-ARR_v2_65@0,24-ARR_v1_71@0,2600
2021,24-ARR,"24-ARR_v2_65@0==120,138","24-ARR_v1_71@0==117,142",for each candidate,for each candidate length,"Modify,Clarity",,,"Modify,Clarity",ss,ss,24-ARR_v2_65@0,24-ARR_v1_71@0,2600
2022,24-ARR,"24-ARR_v2_65@0==6,17","24-ARR_v1_71@0==6,13",,,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,24-ARR_v2_65@0,24-ARR_v1_71@0,2600
2023,24-ARR,"24-ARR_v2_76@1==0,10","24-ARR_v1_81@1==0,17",We compare,We mainly compare,"Modify,Clarity",,,"Modify,Clarity",ss,ss,24-ARR_v2_76@1,24-ARR_v1_81@1,2604
2024,24-ARR,"24-ARR_v2_76@1==11,22","24-ARR_v1_81@1==18,25",,,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,24-ARR_v2_76@1,24-ARR_v1_81@1,2604
2025,24-ARR,"24-ARR_v2_76@1==64,67","24-ARR_v1_81@1==67,78",NAT,vanilla NAT,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,24-ARR_v2_76@1,24-ARR_v1_81@1,2604
2026,24-ARR,"24-ARR_v2_84@3==14,25","24-ARR_v1_92@3==14,21",,,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,24-ARR_v2_84@3,24-ARR_v1_92@3,2613
2027,24-ARR,,"24-ARR_v1_4@2==147,166",,"(Chen et al., 2019;","Delete,Fact/Evidence",,,"Delete,Fact/Evidence",ss,ss,,24-ARR_v1_4@2,2595
2028,24-ARR,,"24-ARR_v1_5@1==345,348",,NAT,"Delete,Fact/Evidence",,,"Delete,Fact/Evidence",ss,ss,,24-ARR_v1_5@1,2603
2029,245-ARR,"245-ARR_v2_6@4==197,208","245-ARR_v1_7@2==193,200",the largest,largest,"Modify,Grammar",,,"Modify,Grammar",ss,ss,245-ARR_v2_6@4,245-ARR_v1_7@2,2675
2030,245-ARR,"245-ARR_v2_6@4==27,39","245-ARR_v1_7@2==27,35",the training,training,"Modify,Grammar",,,"Modify,Grammar",ss,ss,245-ARR_v2_6@4,245-ARR_v1_7@2,2675
2031,246-ARR,"246-ARR_v2_53@2==21,41","246-ARR_v1_52@2==21,34",recent summarization,summarization,"Modify,Clarity",,,"Modify,Clarity",ss,ss,246-ARR_v2_53@2,246-ARR_v1_52@2,2696
2032,246-ARR,"246-ARR_v2_53@2==69,85","246-ARR_v1_52@2==62,85",(see Appendix C),over the past few years,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,246-ARR_v2_53@2,246-ARR_v1_52@2,2696
2033,249-ARR,"249-ARR_v2_24@1==4,33","249-ARR_v1_25@1==4,33",machine learning as a service,Machine Learning as a Service,"Modify,Grammar",,,"Modify,Grammar",ss,ss,249-ARR_v2_24@1,249-ARR_v1_25@1,2709
2034,249-ARR,"249-ARR_v2_24@1==45,62","249-ARR_v1_25@1==45,71",can be applied to,can be directly applied to,"Modify,Claim",,,"Modify,Claim",ss,ss,249-ARR_v2_24@1,249-ARR_v1_25@1,2709
2035,252-ARR,"252-ARR_v2_94@0==158,165","252-ARR_v1_96@0==163,167","; thus,",thus,"Modify,Grammar",,,"Modify,Grammar",ss,ss,252-ARR_v2_94@0,252-ARR_v1_96@0,2800
2036,252-ARR,"252-ARR_v2_94@0==166,181",,the blank token,,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,252-ARR_v2_94@0,,2800
2037,252-ARR,"252-ARR_v2_94@0==186,214","252-ARR_v1_96@0==168,182",the length-control algorithm,length-control,"Modify,Clarity",,,"Modify,Clarity",ss,ss,252-ARR_v2_94@0,252-ARR_v1_96@0,2800
2038,252-ARR,"252-ARR_v2_94@0==215,218","252-ARR_v1_96@0==183,185",are,is,"Modify,Grammar",,,"Modify,Grammar",ss,ss,252-ARR_v2_94@0,252-ARR_v1_96@0,2800
2039,255-ARR,"255-ARR_v2_36@0==0,21","255-ARR_v1_36@0==0,19",Multi-expert Training,Supervised Learning,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,255-ARR_v2_36@0,255-ARR_v1_36@0,2828
2040,255-ARR,"255-ARR_v2_83@3==0,14",,"In this paper,",,"Add,Clarity",,,"Add,Clarity",ss,ss,255-ARR_v2_83@3,,2833
2041,255-ARR,"255-ARR_v2_83@3==15,17","255-ARR_v1_84@2==0,2",we,We,"Modify,Grammar",,,"Modify,Grammar",ss,ss,255-ARR_v2_83@3,255-ARR_v1_84@2,2833
2042,258-ARR,"258-ARR_v2_44@0==59,64","258-ARR_v1_43@0==85,97",CUP&A,<anonymised>,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,258-ARR_v2_44@0,258-ARR_v1_43@0,2858
2043,258-ARR,"258-ARR_v2_44@0==8,14","258-ARR_v1_43@0==8,17",report,performed,"Modify,Clarity",,,"Modify,Clarity",ss,ss,258-ARR_v2_44@0,258-ARR_v1_43@0,2858
2044,258-ARR,"258-ARR_v2_44@0_difflib==15,31","258-ARR_v1_43@0==18,57",human evaluation,"human evaluation, which was carried out","Modify,Clarity",,,"Modify,Clarity",ss,ss,258-ARR_v2_44@0_difflib,258-ARR_v1_43@0,2858
2045,258-ARR,"258-ARR_v2_4@0==11,25",,"(Taylor, 1953)",,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,258-ARR_v2_4@0,,2868
2046,258-ARR,"258-ARR_v2_4@0==134,149","258-ARR_v1_4@0==62,71",by the students,a student,"Modify,Grammar",,,"Modify,Grammar",ss,ss,258-ARR_v2_4@0,258-ARR_v1_4@0,2868
2047,258-ARR,"258-ARR_v2_4@0==38,61","258-ARR_v1_4@0==23,55",common type of exercise,common type of learning exercise,"Modify,Clarity",,,"Modify,Clarity",ss,ss,258-ARR_v2_4@0,258-ARR_v1_4@0,2868
2048,258-ARR,"258-ARR_v2_4@0==68,133","258-ARR_v1_4@0==72,116",words are removed from a piece of text and must then be filled in,must complete a sentence by filling in a gap,"Modify,Clarity",,,"Modify,Clarity",ss,ss,258-ARR_v2_4@0,258-ARR_v1_4@0,2868
2049,258-ARR,"258-ARR_v2_5@3==0,34","258-ARR_v1_5@3==0,19",The second and auxiliary objective,The other objective,"Modify,Clarity",,,"Modify,Clarity",ss,ss,258-ARR_v2_5@3,258-ARR_v1_5@3,2857
2050,258-ARR,"258-ARR_v2_5@3==40,60","258-ARR_v1_5@3==25,44",language-model-based,language-modelbased,"Modify,Grammar",,,"Modify,Grammar",ss,ss,258-ARR_v2_5@3,258-ARR_v1_5@3,2857
2051,276-ARR,"276-ARR_v2_46@1==73,88","276-ARR_v1_80@1==95,109",Habernal (2021),"Habernal, 2021","Modify,Grammar",,,"Modify,Grammar",ss,ss,276-ARR_v2_46@1,276-ARR_v1_80@1,2881
2052,276-ARR,,"276-ARR_v1_80@1==73,94",,"(Dwork and Roth, 2013","Delete,Fact/Evidence",,,"Delete,Fact/Evidence",ss,ss,,276-ARR_v1_80@1,2881
2053,293-ARR,"293-ARR_v2_20@0==99,124",,(parameterized by α or β),,"Add,Claim",,,"Add,Claim",ss,ss,293-ARR_v2_20@0,,3016
