edit_index,doc_name,node_ix_src,node_ix_tgt,gold,s_index,node_type_src,node_type_tgt,sec_node_src,sec_node_tgt,sec_id_src,sec_id_tgt,sec_title_src,sec_title_tgt
4273,68-ARR,68-ARR_v2_34,68-ARR_v1_35,"Modify,Clarity;Modify,Clarity",5627;5628,p,p,"68-ARR_v2_21,title","68-ARR_v1_21,title",3.2,3.2,Siamese Semantic Disentanglement Model,Siamese Semantic Disentanglement Model
4274,68-ARR,68-ARR_v2_4,68-ARR_v1_4,"Modify,Clarity;Modify,Clarity;Modify,Clarity",5626;5629;5630,p,p,"68-ARR_v2_3,title","68-ARR_v1_3,title",1,1,Introduction,Introduction
4275,68-ARR,68-ARR_v2_5,,"Add,Claim",5612,p,,"68-ARR_v2_3,title",,1,,Introduction,
4276,68-ARR,68-ARR_v2_5,68-ARR_v1_4,"Modify,Fact/Evidence",5643,p,p,"68-ARR_v2_3,title","68-ARR_v1_3,title",1,1,Introduction,Introduction
4277,68-ARR,68-ARR_v2_55,68-ARR_v1_52,"Modify,Clarity",5632,p,p,"68-ARR_v2_49,title","68-ARR_v1_50,title",3.3,3.3,Generalization Analysis,Analysis
4278,68-ARR,68-ARR_v2_56,68-ARR_v1_54,"Modify,Clarity;Modify,Grammar",5633;5634,p,p,"68-ARR_v2_49,title","68-ARR_v1_50,title",3.3,3.3,Generalization Analysis,Analysis
4279,68-ARR,68-ARR_v2_56,68-ARR_v1_55,"Modify,Grammar",5635,p,p,"68-ARR_v2_49,title","68-ARR_v1_50,title",3.3,3.3,Generalization Analysis,Analysis
4280,68-ARR,68-ARR_v2_59,68-ARR_v1_58,"Modify,Clarity",5636,p,p,"68-ARR_v2_57,title","68-ARR_v1_56,title",4,4,Experiment 4.1 Datasets,Experiment 4.1 Datasets
4281,68-ARR,68-ARR_v2_6,68-ARR_v1_5,"Modify,Fact/Evidence",5649,p,p,"68-ARR_v2_3,title","68-ARR_v1_3,title",1,1,Introduction,Introduction
4282,68-ARR,68-ARR_v2_6,68-ARR_v1_6,"Modify,Clarity;Modify,Grammar",5651;5652,p,p,"68-ARR_v2_3,title","68-ARR_v1_3,title",1,1,Introduction,Introduction
4283,68-ARR,68-ARR_v2_61,68-ARR_v1_60,"Modify,Grammar",5637,p,p,"68-ARR_v2_57,title","68-ARR_v1_56,title",4,4,Experiment 4.1 Datasets,Experiment 4.1 Datasets
4284,68-ARR,68-ARR_v2_66,,"Add,Fact/Evidence",5614,p,,"68-ARR_v2_62,title",,4.2,,Baseline Models,
4285,68-ARR,68-ARR_v2_67,,"Add,Fact/Evidence;Add,Fact/Evidence",5615;5616,p,,"68-ARR_v2_62,title",,4.2,,Baseline Models,
4286,68-ARR,68-ARR_v2_69,68-ARR_v1_66,"Modify,Clarity;Modify,Clarity",5638;5639,p,p,"68-ARR_v2_68,title","68-ARR_v1_65,title",4.3,4.3,Setup,Setup
4287,68-ARR,68-ARR_v2_7,68-ARR_v1_7,"Modify,Clarity;Modify,Grammar",5653;5654,p,p,"68-ARR_v2_3,title","68-ARR_v1_3,title",1,1,Introduction,Introduction
4288,68-ARR,68-ARR_v2_70,68-ARR_v1_67,"Modify,Clarity",5640,p,p,"68-ARR_v2_68,title","68-ARR_v1_65,title",4.3,4.3,Setup,Setup
4289,68-ARR,68-ARR_v2_72,68-ARR_v1_69,"Modify,Clarity",5641,p,p,"68-ARR_v2_71,title","68-ARR_v1_68,title",4.4,4.4,Experiment Results,Experiment Results
4290,68-ARR,68-ARR_v2_73,,"Add,Fact/Evidence",5618,p,,"68-ARR_v2_71,title",,4.4,,Experiment Results,
4291,68-ARR,68-ARR_v2_73,68-ARR_v1_70,"Modify,Clarity",5642,p,p,"68-ARR_v2_71,title","68-ARR_v1_68,title",4.4,4.4,Experiment Results,Experiment Results
4292,68-ARR,68-ARR_v2_74,68-ARR_v1_70,"Modify,Clarity",5644,p,p,"68-ARR_v2_71,title","68-ARR_v1_68,title",4.4,4.4,Experiment Results,Experiment Results
4293,68-ARR,68-ARR_v2_75,68-ARR_v1_71,"Modify,Grammar",5645,p,p,"68-ARR_v2_71,title","68-ARR_v1_68,title",4.4,4.4,Experiment Results,Experiment Results
4294,68-ARR,68-ARR_v2_78,68-ARR_v1_74,"Modify,Clarity",5646,p,p,"68-ARR_v2_77,title","68-ARR_v1_73,title",5.1,5.1,Ablation Study,Ablation Study
4295,68-ARR,68-ARR_v2_79,68-ARR_v1_75,"Modify,Clarity",5647,p,p,"68-ARR_v2_77,title","68-ARR_v1_73,title",5.1,5.1,Ablation Study,Ablation Study
4296,68-ARR,68-ARR_v2_8,68-ARR_v1_8,"Modify,Claim;Modify,Grammar",5655;5656,p,p,"68-ARR_v2_3,title","68-ARR_v1_3,title",1,1,Introduction,Introduction
4297,68-ARR,68-ARR_v2_83,,"Add,Fact/Evidence",5619,p,,"68-ARR_v2_80,title",,5.3,,Why the S 2 DM Works?,
4298,68-ARR,68-ARR_v2_86,68-ARR_v1_83,"Modify,Clarity",5650,p,p,"68-ARR_v2_85,title","68-ARR_v1_82,title",6,6,Conclusions,Conclusions
4299,68-ARR,68-ARR_v2_9,68-ARR_v1_9,"Modify,Clarity",5657,p,p,"68-ARR_v2_3,title","68-ARR_v1_3,title",1,1,Introduction,Introduction
4300,69-ARR,,69-ARR_v1_103,"Delete,Fact/Evidence;Delete,Fact/Evidence",5658;5659,,p,,"69-ARR_v1_80,title",,10,,Broader Impact
4301,69-ARR,,69-ARR_v1_104,"Delete,Claim;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence",5660;5661;5662;5663;5664;5665;5666,,p,,"69-ARR_v1_80,title",,10,,Broader Impact
4302,69-ARR,,69-ARR_v1_105,"Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence",5667;5668;5669;5670,,p,,"69-ARR_v1_80,title",,10,,Broader Impact
4303,69-ARR,,69-ARR_v1_106,"Delete,Fact/Evidence;Delete,Claim",5671;5672,,p,,"69-ARR_v1_80,title",,10,,Broader Impact
4304,69-ARR,69-ARR_v2_12,69-ARR_v1_12,"Modify,Grammar",5682,p,p,"69-ARR_v2_11,title","69-ARR_v1_11,title",3,3,Accumulated Prediction Sensitivity,Accumulated Prediction Sensitivity
4305,69-ARR,69-ARR_v2_4,69-ARR_v1_4,"Modify,Fact/Evidence;Modify,Fact/Evidence",5676;5677,p,p,"69-ARR_v2_3,title","69-ARR_v1_3,title",1,1,Introduction,Introduction
4306,69-ARR,69-ARR_v2_82,69-ARR_v1_79,"Modify,Fact/Evidence",5678,p,p,"69-ARR_v2_80,title","69-ARR_v1_77,title",9,9,Conclusion,Conclusion
4307,69-ARR,69-ARR_v2_9,,"Add,Claim;Add,Fact/Evidence;Add,Fact/Evidence",5673;5674;5675,p,,"69-ARR_v2_8,title",,2,,Related Work,
4308,69-ARR,69-ARR_v2_9,69-ARR_v1_9,"Modify,Fact/Evidence;Modify,Fact/Evidence",5680;5681,p,p,"69-ARR_v2_8,title","69-ARR_v1_8,title",2,2,Related Work,Related Work
4309,7-103,7-103_v2_19,,"Add,Claim;Add,Claim",8380;8381,p,,"7-103_v2_18,title",,2.4,,Data analysis,
4310,7-103,7-103_v2_43,7-103_v1_43,"Modify,Grammar",8386,p,p,"7-103_v2_39,title","7-103_v1_39,title",4.2,4.2,Domains of PMH,Domains of PMH
4311,7-103,7-103_v2_54,7-103_v1_54,"Modify,Grammar",8389,p,p,"7-103_v2_49,title","7-103_v1_49,title",5,5,Discussion,Discussion
4312,7-103,7-103_v2_58,,"Add,Claim;Add,Claim;Add,Fact/Evidence",8382;8383;8384,p,,"7-103_v2_49,title",,5,,Discussion,
4313,7-103,7-103_v2_58,7-103_v1_58,"Modify,Claim",8390,p,p,"7-103_v2_49,title","7-103_v1_49,title",5,5,Discussion,Discussion
4314,7-103,7-103_v2_59,7-103_v1_58,"Modify,Clarity",8391,p,p,"7-103_v2_49,title","7-103_v1_49,title",5,5,Discussion,Discussion
4315,7-103,7-103_v2_63,,"Add,Fact/Evidence",8385,p,,"7-103_v2_61,title",,6,,Data availability,
4316,7-103,7-103_v2_9,7-103_v1_9,"Modify,Grammar",8392,p,p,"7-103_v2_6,title","7-103_v1_6,title",1,1,Introduction,Introduction
4317,7-1030,7-1030_v2_10,7-1030_v1_10,"Modify,Fact/Evidence;Modify,Clarity",8416;8417,p,p,"7-1030_v2_6,title","7-1030_v1_6,title",1,1,Introduction,Introduction
4318,7-1030,7-1030_v2_11,7-1030_v1_11,"Modify,Clarity;Modify,Clarity",8418;8419,p,p,"7-1030_v2_6,title","7-1030_v1_6,title",1,1,Introduction,Introduction
4319,7-1030,7-1030_v2_15,7-1030_v1_15,"Modify,Grammar",8420,p,p,"7-1030_v2_13,title","7-1030_v1_13,title",2.1,2.1,Application data,Application data
4320,7-1030,7-1030_v2_18,7-1030_v1_18,"Modify,Grammar",8421,p,p,"7-1030_v2_16,title","7-1030_v1_16,title",2.2,2.2,Citation counts,Citation counts
4321,7-1030,7-1030_v2_22,,"Add,Fact/Evidence;Add,Claim;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",8394;8395;8396;8397;8398,p,,"7-1030_v2_21,title",,2.3,,Statistical analyses,
4322,7-1030,7-1030_v2_44,7-1030_v1_37,"Modify,Fact/Evidence",8405,p,p,"7-1030_v2_40,title","7-1030_v1_33,title",3,3,Results,Results
4323,7-1030,7-1030_v2_50,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",8400;8401;8402,p,,"7-1030_v2_40,title",,3,,Results,
4324,7-1030,7-1030_v2_56,7-1030_v1_46,"Modify,Clarity",8406,p,p,"7-1030_v2_40,title","7-1030_v1_33,title",3,3,Results,Results
4325,7-1030,7-1030_v2_60,7-1030_v1_50,"Modify,Clarity",8407,p,p,"7-1030_v2_59,title","7-1030_v1_49,title",4,4,Discussion,Discussion
4326,7-1030,7-1030_v2_62,,"Add,Fact/Evidence",8403,p,,"7-1030_v2_59,title",,4,,Discussion,
4327,7-1030,7-1030_v2_63,7-1030_v1_52,"Modify,Clarity",8409,p,p,"7-1030_v2_59,title","7-1030_v1_49,title",4,4,Discussion,Discussion
4328,7-1030,7-1030_v2_64,7-1030_v1_52,"Modify,Fact/Evidence",8410,p,p,"7-1030_v2_59,title","7-1030_v1_49,title",4,4,Discussion,Discussion
4329,7-1030,7-1030_v2_66,7-1030_v1_54,"Modify,Fact/Evidence",8411,p,p,"7-1030_v2_65,title","7-1030_v1_53,title",4.1,4.1,Limitations,Limitations
4330,7-1030,7-1030_v2_68,7-1030_v1_55,"Split+Identical;Split+Modify,Claim",8413;8414,p,p,"7-1030_v2_65,title","7-1030_v1_53,title",4.1,4.1,Limitations,Limitations
4331,7-1030,7-1030_v2_69,,"Add,Claim",8404,p,,"7-1030_v2_65,title",,4.1,,Limitations,
4332,7-1030,7-1030_v2_7,7-1030_v1_7,"Modify,Clarity;Modify,Clarity;Modify,Clarity",8408;8412;8415,p,p,"7-1030_v2_6,title","7-1030_v1_6,title",1,1,Introduction,Introduction
4333,7-1030,7-1030_v2_8,,"Add,Fact/Evidence",8393,p,,"7-1030_v2_6,title",,1,,Introduction,
4334,7-1133,7-1133_v2_28,,"Add,Claim",8422,p,,"7-1133_v2_23,title",,2.4,,Imaging KV,
4335,7-1133,7-1133_v2_29,,"Add,Claim;Add,Claim;Add,Claim;Add,Claim;Add,Claim",8423;8424;8425;8426;8427,p,,"7-1133_v2_23,title",,2.4,,Imaging KV,
4336,7-1133,7-1133_v2_32,7-1133_v1_31,"Modify,Fact/Evidence",8429,p,p,"7-1133_v2_30,title","7-1133_v1_29,title",2.5,2.5,Validation,Validation
4337,7-1133,7-1133_v2_42,,"Add,Fact/Evidence",8428,p,,"7-1133_v2_34,title",,2.6,,Notes,
4338,7-1133,7-1133_v2_42,7-1133_v1_41,"Modify,Fact/Evidence",8430,p,p,"7-1133_v2_34,title","7-1133_v1_33,title",2.6,2.6,Notes,Notes
4339,7-1133,7-1133_v2_57,7-1133_v1_56,"Modify,Fact/Evidence;Modify,Grammar;Modify,Fact/Evidence",8431;8432;8433,p,p,"7-1133_v2_56,title","7-1133_v1_55,title",3,3,Discussion,Discussion
4340,7-1235,7-1235_v2_10,7-1235_v1_10,"Modify,Fact/Evidence;Modify,Clarity",8452;8454,p,p,"7-1235_v2_9,title","7-1235_v1_9,title",2.1,2.1,Protein and survival data,Protein and survival data
4341,7-1235,7-1235_v2_14,7-1235_v1_14,"Modify,Clarity",8435,p,p,"7-1235_v2_13,title","7-1235_v1_13,title",2.2,2.2,Implementation,Implementation
4342,7-1235,7-1235_v2_16,7-1235_v1_16,"Modify,Clarity;Modify,Grammar;Modify,Grammar",8436;8437;8439,p,p,"7-1235_v2_13,title","7-1235_v1_13,title",2.2,2.2,Implementation,Implementation
4343,7-1235,7-1235_v2_19,7-1235_v1_19,"Modify,Grammar",8440,p,p,"7-1235_v2_13,title","7-1235_v1_13,title",2.2,2.2,Implementation,Implementation
4344,7-1235,7-1235_v2_2,7-1235_v1_2,"Modify,Clarity;Modify,Grammar;Modify,Grammar;Modify,Grammar;Modify,Clarity",8434;8444;8451;8453;8455,p,p,"7-1235_v2_1,abstract","7-1235_v1_1,abstract",,,Abstract,Abstract
4345,7-1235,7-1235_v2_21,7-1235_v1_21,"Modify,Grammar",8442,p,p,"7-1235_v2_20,title","7-1235_v1_20,title",3,2.3,Use case,Use case
4346,7-1235,7-1235_v2_22,7-1235_v1_22,"Modify,Clarity",8443,p,p,"7-1235_v2_20,title","7-1235_v1_20,title",3,2.3,Use case,Use case
4347,7-1235,7-1235_v2_23,7-1235_v1_23,"Modify,Fact/Evidence;Modify,Fact/Evidence",8445;8446,p,p,"7-1235_v2_20,title","7-1235_v1_20,title",3,2.3,Use case,Use case
4348,7-1235,7-1235_v2_26,7-1235_v1_26,"Modify,Grammar",8447,p,p,"7-1235_v2_20,title","7-1235_v1_20,title",3,2.3,Use case,Use case
4349,7-1235,7-1235_v2_30,7-1235_v1_30,"Modify,Grammar",8449,p,p,"7-1235_v2_29,title","7-1235_v1_29,title",4,3,Conclusions,Conclusions
4350,7-1235,7-1235_v2_4,7-1235_v1_4,"Modify,Grammar;Modify,Clarity;Modify,Grammar;Modify,Clarity",8438;8441;8448;8450,p,p,"7-1235_v2_3,title","7-1235_v1_3,title",1,1,Introduction,Introduction
4351,7-1297,,7-1297_v1_20,"Delete,Fact/Evidence",8463,,p,,"7-1297_v1_19,title",,2.2,,Preprocessing
4352,7-1297,,7-1297_v1_28,"Delete,Fact/Evidence;Delete,Claim",8464;8465,,p,,"7-1297_v1_27,title",,2.5,,Methods for the comparison of clustering solutions
4353,7-1297,,7-1297_v1_42,"Delete,Fact/Evidence",8466,,p,,"7-1297_v1_41,title",,2.6,,Stability assessment
4354,7-1297,,7-1297_v1_44,"Delete,Fact/Evidence;Delete,Fact/Evidence",8467;8468,,p,,"7-1297_v1_41,title",,2.6,,Stability assessment
4355,7-1297,,7-1297_v1_58,"Delete,Fact/Evidence",8469,,p,,"7-1297_v1_51,title",,3.1,,Evaluation of clustering tools
4356,7-1297,,7-1297_v1_61,"Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Claim",8470;8471;8472,,p,,"7-1297_v1_51,title",,3.1,,Evaluation of clustering tools
4357,7-1297,,7-1297_v1_67,"Delete,Fact/Evidence;Delete,Claim",8473;8474,,p,,"7-1297_v1_51,title",,3.1,,Evaluation of clustering tools
4358,7-1297,,7-1297_v1_79,"Delete,Claim;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Claim;Delete,Claim;Delete,Claim",8475;8476;8477;8478;8479;8480,,p,,"7-1297_v1_75,title",,4,,Discussion
4359,7-1297,7-1297_v2_10,,"Add,Fact/Evidence",8481,p,,"7-1297_v2_9,title",,2,,Methods,
4360,7-1297,7-1297_v2_14,7-1297_v1_14,"Modify,Fact/Evidence;Modify,Grammar;Modify,Grammar",8521;8522;8523,p,p,"7-1297_v2_13,title","7-1297_v1_13,title",2.1,2.1,Data,Data
4361,7-1297,7-1297_v2_17,7-1297_v1_17,"Modify,Fact/Evidence;Modify,Grammar;Modify,Fact/Evidence;Modify,Fact/Evidence;Modify,Fact/Evidence",8524;8525;8526;8527;8528,p,p,"7-1297_v2_13,title","7-1297_v1_13,title",2.1,2.1,Data,Data
4362,7-1297,7-1297_v2_18,7-1297_v1_18,"Modify,Clarity;Modify,Grammar;Modify,Grammar;Modify,Grammar",8529;8530;8531;8532,p,p,"7-1297_v2_13,title","7-1297_v1_13,title",2.1,2.1,Data,Data
4363,7-1297,7-1297_v2_20,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",8482;8483;8484,p,,"7-1297_v2_19,title",,2.2,,Preprocessing,
4364,7-1297,7-1297_v2_20,7-1297_v1_20,"Modify,Fact/Evidence",8533,p,p,"7-1297_v2_19,title","7-1297_v1_19,title",2.2,2.2,Preprocessing,Preprocessing
4365,7-1297,7-1297_v2_21,,"Add,Fact/Evidence;Add,Fact/Evidence",8485;8486,p,,"7-1297_v2_19,title",,2.2,,Preprocessing,
4366,7-1297,7-1297_v2_23,,"Add,Fact/Evidence;Add,Fact/Evidence",8487;8488,p,,"7-1297_v2_22,title",,2.3,,Criteria for inclusion of clustering tool,
4367,7-1297,7-1297_v2_23,7-1297_v1_25,"Modify,Grammar;Modify,Fact/Evidence;Modify,Fact/Evidence",8536;8537;8538,p,p,"7-1297_v2_22,title","7-1297_v1_24,title",2.3,2.4,Criteria for inclusion of clustering tool,Criteria for inclusion of clustering tool
4368,7-1297,7-1297_v2_24,7-1297_v1_26,"Modify,Grammar;Modify,Fact/Evidence",8539;8540,p,p,"7-1297_v2_22,title","7-1297_v1_24,title",2.3,2.4,Criteria for inclusion of clustering tool,Criteria for inclusion of clustering tool
4369,7-1297,7-1297_v2_26,7-1297_v1_28,"Modify,Fact/Evidence",8541,p,p,"7-1297_v2_25,title","7-1297_v1_27,title",2.4,2.5,Methods for the comparison of clustering solutions,Methods for the comparison of clustering solutions
4370,7-1297,7-1297_v2_27,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Claim",8489;8490;8491,p,,"7-1297_v2_25,title",,2.4,,Methods for the comparison of clustering solutions,
4371,7-1297,7-1297_v2_27,7-1297_v1_28,"Modify,Clarity",8542,p,p,"7-1297_v2_25,title","7-1297_v1_27,title",2.4,2.5,Methods for the comparison of clustering solutions,Methods for the comparison of clustering solutions
4372,7-1297,7-1297_v2_35,,"Add,Fact/Evidence;Add,Fact/Evidence",8492;8493,p,,"7-1297_v2_34,title",,2.5,,Performance assessment,
4373,7-1297,7-1297_v2_36,,"Add,Fact/Evidence;Add,Claim;Add,Fact/Evidence",8494;8495;8496,p,,"7-1297_v2_34,title",,2.5,,Performance assessment,
4374,7-1297,7-1297_v2_36,7-1297_v1_22,"Modify,Fact/Evidence",8535,p,p,"7-1297_v2_34,title","7-1297_v1_21,title",2.5,2.3,Performance assessment,Establishing truth
4375,7-1297,7-1297_v2_38,,"Add,Fact/Evidence;Add,Fact/Evidence",8497;8498,p,,"7-1297_v2_34,title",,2.5,,Performance assessment,
4376,7-1297,7-1297_v2_40,,"Add,Fact/Evidence",8499,p,,"7-1297_v2_39,title",,2.6,,Stability assessment,
4377,7-1297,7-1297_v2_40,7-1297_v1_42,"Modify,Fact/Evidence",8545,p,p,"7-1297_v2_39,title","7-1297_v1_41,title",2.6,2.6,Stability assessment,Stability assessment
4378,7-1297,7-1297_v2_41,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",8500;8501;8502;8503,p,,"7-1297_v2_39,title",,2.6,,Stability assessment,
4379,7-1297,7-1297_v2_41,7-1297_v1_42,"Modify,Fact/Evidence",8544,p,p,"7-1297_v2_39,title","7-1297_v1_41,title",2.6,2.6,Stability assessment,Stability assessment
4380,7-1297,7-1297_v2_42,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",8504;8505;8506,p,,"7-1297_v2_39,title",,2.6,,Stability assessment,
4381,7-1297,7-1297_v2_43,,"Add,Fact/Evidence",8507,p,,"7-1297_v2_39,title",,2.6,,Stability assessment,
4382,7-1297,7-1297_v2_43,7-1297_v1_45,"Modify,Grammar",8546,p,p,"7-1297_v2_39,title","7-1297_v1_41,title",2.6,2.6,Stability assessment,Stability assessment
4383,7-1297,7-1297_v2_45,7-1297_v1_47,"Modify,Fact/Evidence;Modify,Fact/Evidence",8548;8549,p,p,"7-1297_v2_44,title","7-1297_v1_46,title",2.7,2.7,Run time assessment,Run time
4384,7-1297,7-1297_v2_47,7-1297_v1_49,"Modify,Clarity",8550,p,p,"7-1297_v2_46,title","7-1297_v1_48,title",2.8,2.8,Influence assessment,Influence assessment
4385,7-1297,7-1297_v2_50,7-1297_v1_52,"Modify,Clarity;Modify,Grammar",8551;8552,p,p,"7-1297_v2_49,title","7-1297_v1_51,title",3.1,3.1,Evaluation of clustering tools,Evaluation of clustering tools
4386,7-1297,7-1297_v2_53,7-1297_v1_55,"Modify,Clarity;Modify,Clarity;Modify,Fact/Evidence;Modify,Clarity;Modify,Clarity;Modify,Fact/Evidence;Modify,Fact/Evidence;Modify,Fact/Evidence;Modify,Clarity;Modify,Fact/Evidence",8553;8554;8555;8556;8557;8558;8559;8560;8561;8562,p,p,"7-1297_v2_49,title","7-1297_v1_51,title",3.1,3.1,Evaluation of clustering tools,Evaluation of clustering tools
4387,7-1297,7-1297_v2_58,,"Add,Claim",8508,p,,"7-1297_v2_49,title",,3.1,,Evaluation of clustering tools,
4388,7-1297,7-1297_v2_58,7-1297_v1_58,"Modify,Clarity",8563,p,p,"7-1297_v2_49,title","7-1297_v1_51,title",3.1,3.1,Evaluation of clustering tools,Evaluation of clustering tools
4389,7-1297,7-1297_v2_61,,"Add,Fact/Evidence;Add,Fact/Evidence",8509;8510,p,,"7-1297_v2_49,title",,3.1,,Evaluation of clustering tools,
4390,7-1297,7-1297_v2_62,,"Add,Claim;Add,Fact/Evidence;Add,Fact/Evidence",8511;8512;8513,p,,"7-1297_v2_49,title",,3.1,,Evaluation of clustering tools,
4391,7-1297,7-1297_v2_62,7-1297_v1_61,"Modify,Fact/Evidence;Modify,Fact/Evidence",8564;8565,p,p,"7-1297_v2_49,title","7-1297_v1_51,title",3.1,3.1,Evaluation of clustering tools,Evaluation of clustering tools
4392,7-1297,7-1297_v2_67,7-1297_v1_62,"Modify,Fact/Evidence",8566,p,p,"7-1297_v2_49,title","7-1297_v1_51,title",3.1,3.1,Evaluation of clustering tools,Evaluation of clustering tools
4393,7-1297,7-1297_v2_68,,"Add,Fact/Evidence;Add,Fact/Evidence",8514;8515,p,,"7-1297_v2_49,title",,3.1,,Evaluation of clustering tools,
4394,7-1297,7-1297_v2_68,7-1297_v1_67,"Modify,Grammar;Modify,Fact/Evidence;Modify,Fact/Evidence;Modify,Fact/Evidence;Modify,Fact/Evidence",8567;8568;8569;8570;8571,p,p,"7-1297_v2_49,title","7-1297_v1_51,title",3.1,3.1,Evaluation of clustering tools,Evaluation of clustering tools
4395,7-1297,7-1297_v2_72,7-1297_v1_71,"Modify,Fact/Evidence;Modify,Grammar",8572;8573,p,p,"7-1297_v2_71,title","7-1297_v1_70,title",3.2,3.2,Factors influencing clustering solutions,Factors influencing clustering solutions
4396,7-1297,7-1297_v2_75,7-1297_v1_72,"Modify,Clarity;Modify,Fact/Evidence;Modify,Grammar",8574;8575;8576,p,p,"7-1297_v2_71,title","7-1297_v1_70,title",3.2,3.2,Factors influencing clustering solutions,Factors influencing clustering solutions
4397,7-1297,7-1297_v2_77,,"Add,Claim;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Claim",8456;8516;8517;8518;8519;8520,p,,"7-1297_v2_76,title",,4,,Discussion,
4398,7-1297,7-1297_v2_8,7-1297_v1_8,"Modify,Fact/Evidence",8543,p,p,"7-1297_v2_6,title","7-1297_v1_6,title",1,1,Introduction,Introduction
4399,7-1297,7-1297_v2_80,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Claim;Add,Fact/Evidence",8457;8458;8459;8460,p,,"7-1297_v2_76,title",,4,,Discussion,
4400,7-1297,7-1297_v2_83,7-1297_v1_77,"Modify,Clarity",8577,p,p,"7-1297_v2_81,title","7-1297_v1_75,title",5,4,Conclusion,Discussion
4401,7-1297,7-1297_v2_85,,"Add,Claim",8462,p,,"7-1297_v2_81,title",,5,,Conclusion,
4402,7-1297,7-1297_v2_85,7-1297_v1_79,"Split+Modify,Claim;Split+Modify,Claim",8578;8579,p,p,"7-1297_v2_81,title","7-1297_v1_75,title",5,4,Conclusion,Discussion
4403,7-1297,7-1297_v2_86,7-1297_v1_80,"Modify,Claim;Split+Modify,Claim;Split+Modify,Clarity",8580;8581;8582,p,p,"7-1297_v2_81,title","7-1297_v1_75,title",5,4,Conclusion,Discussion
4404,7-1299,,7-1299_v1_16,"Delete,Claim",8583,,p,,"7-1299_v1_10,title",,3,,Variations on a common pathway
4405,7-1299,,7-1299_v1_25,"Delete,Fact/Evidence;Delete,Claim",8584;8585,,p,,"7-1299_v1_10,title",,3,,Variations on a common pathway
4406,7-1299,,7-1299_v1_29,"Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Claim;Delete,Claim;Delete,Claim",8586;8587;8588;8589;8590,,p,,"7-1299_v1_26,title",,4,,Defining NMD targets
4407,7-1299,7-1299_v2_11,7-1299_v1_11,"Modify,Fact/Evidence",8661,p,p,"7-1299_v2_10,title","7-1299_v1_10,title",3,3,Variations on a common pathway,Variations on a common pathway
4408,7-1299,7-1299_v2_16,,"Add,Claim;Add,Fact/Evidence;Add,Claim",8592;8593;8594,p,,"7-1299_v2_10,title",,3,,Variations on a common pathway,
4409,7-1299,7-1299_v2_16,7-1299_v1_16,"Modify,Clarity;Modify,Fact/Evidence",8618;8619,p,p,"7-1299_v2_10,title","7-1299_v1_10,title",3,3,Variations on a common pathway,Variations on a common pathway
4410,7-1299,7-1299_v2_17,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Claim;Add,Claim;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Claim;Add,Claim",8595;8596;8597;8598;8599;8600;8601;8602;8603;8604;8605;8606,p,,"7-1299_v2_10,title",,3,,Variations on a common pathway,
4411,7-1299,7-1299_v2_17,7-1299_v1_17,"Modify,Clarity;Modify,Clarity;Modify,Grammar;Modify,Clarity;Modify,Grammar;Modify,Clarity;Modify,Claim;Modify,Fact/Evidence",8620;8621;8622;8623;8624;8625;8626;8627,p,p,"7-1299_v2_10,title","7-1299_v1_10,title",3,3,Variations on a common pathway,Variations on a common pathway
4412,7-1299,7-1299_v2_19,7-1299_v1_19,"Modify,Claim",8628,p,p,"7-1299_v2_10,title","7-1299_v1_10,title",3,3,Variations on a common pathway,Variations on a common pathway
4413,7-1299,7-1299_v2_2,7-1299_v1_2,"Modify,Grammar;Modify,Clarity",8646;8660,p,p,"7-1299_v2_1,abstract","7-1299_v1_1,abstract",,,Abstract,Abstract
4414,7-1299,7-1299_v2_21,7-1299_v1_21,"Modify,Grammar",8631,p,p,"7-1299_v2_10,title","7-1299_v1_10,title",3,3,Variations on a common pathway,Variations on a common pathway
4415,7-1299,7-1299_v2_22,,"Add,Fact/Evidence",8607,p,,"7-1299_v2_10,title",,3,,Variations on a common pathway,
