,before,after,label
1565,"Given a monotonic specification , [MATH] and a time series [MATH] , the boundary of the validity domain , [MATH] , of a monotonic specification is a hyper-surface that segments [MATH] into two connected components .","Given a monotonic specification , [MATH] and a time series [MATH] , the boundary of the validity domain , [MATH] , of a monotonic specification is a hyper-surface that segments [MATH] , into two connected components .",Format
1566,"Given a monotonic specification , [MATH] and a time series [MATH] , the boundary of the validity domain , [MATH] , of a monotonic specification is a hyper-surface that segments [MATH] into two connected components .","Given a monotonic specification , [MATH] and a time series [MATH] , the boundary of the validity domain , [MATH] , of a monotonic specification is a hyper-surface that segments , [MATH] into two connected components .",Format
1567,"Given a monotonic specification , [MATH] and a time series [MATH] , the boundary of the validity domain , [MATH] , of a monotonic specification is a hyper-surface that segments [MATH] into two connected components .","Given a monotonic specification , [MATH] and a time series [MATH] , the boundary of the validity domain , [MATH] , of a monotonic specification is a hyper-surface that segments [MATH] into two components .",Lang-improve-readability-Simplify
1568,"We compare the intensities of the [MATH] CO and C [MATH] O line emission integrated over the analyzed cloud and solve the equation [EQUATION] for [MATH] , where [MATH] is the intrinsic ratio of of the two mapped CO isotopologes .","We compare the intensities of the [MATH] CO and C [MATH] O line emission integrated over the analyzed cloud and solve the equation , [EQUATION] for [MATH] , where [MATH] is the intrinsic ratio of of the two mapped CO isotopologes .",Format
1569,"Therefore , we simply merge the two datasets to form one training dataset for language model training .","Therefore , we simply merge the two datasets to form a single dataset for language model training .",Lang-accurate-spefific
1570,"EID also requires the decomposition of the total Hilbert space into subsystems , but no general rule is available that would indicate where the split is to be placed , a conceptual difficulty admitted also by proponents of EID [CITATION] .","EID also requires the decomposition of the total Hilbert space into subsystems , but Furthermore , no general rule is available that would indicate where the split is to be placed , a conceptual difficulty admitted also by proponents of EID [CITATION] .",Improve-grammar-Typo
1571,"EID also requires the decomposition of the total Hilbert space into subsystems , but no general rule is available that would indicate where the split is to be placed , a conceptual difficulty admitted also by proponents of EID [CITATION] .","EID also requires the decomposition of the total Hilbert space into subsystems , but no general rule is available that would indicate where the split between system and environment is to be placed , a conceptual difficulty admitted also by proponents of EID [CITATION] .",Content
1572,"EID also requires the decomposition of the total Hilbert space into subsystems , but no general rule is available that would indicate where the split is to be placed , a conceptual difficulty admitted also by proponents of EID [CITATION] ."," no general rule is available that would indicate where the split is to be placed , a conceptual difficulty admitted also by proponents of EID [CITATION] .",Content
1573,This capability makes these digitizer modules very suitable for a test bench experiment since an extra electronics for trigger is not required .,This capability makes these digitizer modules very suitable for a test bench experiment since an extra electronics for the trigger is not required .,Improve-grammar-Typo
1574,This capability makes these digitizer modules very suitable for a test bench experiment since an extra electronics for trigger is not required .,This capability makes these digitizer modules very suitable for a test bench experiment since extra electronics for trigger is not required .,Improve-grammar-Typo
1575,This capability makes these digitizer modules very suitable for a test bench experiment since an extra electronics for trigger is not required .,This capability makes these digitizer modules very suitable for a test bench experiment since an extra electronics for trigger are not required .,Improve-grammar-Typo
1576,This capability makes these digitizer modules very suitable for a test bench experiment since an extra electronics for trigger is not required .,This capability makes these digitizer modules very suitable for a test bench experiment since an extra electronics for trigger is no required .,Improve-grammar-Typo
1577,"Here Lorentzian spaces result compact , building up spheres , where hopefully the problem of the Standard Model could be solved .","Here Lorentzian spaces result compact , building up spheres , where hopefully the problems of the Standard Model could be solved .",Improve-grammar-Typo
1578,Flows from most of the methods were significantly correlated with both each other and with the true flows .,Flows from most of the methods tested by [CITATION] were significantly correlated with both each other and with the true flows .,Content
1579,"The FES approach has been compared with the Thomas-Fermi ( TF ) formalism and we have shown that although there are differences in the definitions of certain quantities like the quasiparticle energies , the physical results are the same .","The FES approach has been compared with the TF ) formalism and we have shown that although there are differences in the definitions of certain quantities like the quasiparticle energies , the physical results are the same .",Lang-improve-readability-Simplify
1580,"The FES approach has been compared with the Thomas-Fermi ( TF ) formalism and we have shown that although there are differences in the definitions of certain quantities like the quasiparticle energies , the physical results are the same .","The FES approach has been compared with the Thomas-Fermi ( TF formalism and we have shown that although there are differences in the definitions of certain quantities like the quasiparticle energies , the physical results are the same .",Format
1581,"On the basis of the forces balance analysis and estimating the typical size of the fold involved into the motion , we arrive at the following predictions : [MATH] and [MATH] .","On the basis of the forces balance analysis and estimating the typical size of the fold involved into the motion , we arrive at the following predictions : [MATH] and [MATH] , and we also confirm them by the molecular dynamics experiment .",Content
1582,"On the basis of the forces balance analysis and estimating the typical size of the fold involved into the motion , we arrive at the following predictions : [MATH] and [MATH] .","On the basis of the forces balance analysis and By estimating the typical size of the fold involved into the motion , we arrive at the following predictions : [MATH] and [MATH] .",Improve-grammar-Typo
1583,"On the basis of the forces balance analysis and estimating the typical size of the fold involved into the motion , we arrive at the following predictions : [MATH] and [MATH] ."," estimating the typical size of the fold involved into the motion , we arrive at the following predictions : [MATH] and [MATH] .",Content
1584,"Note that these maps lack any additional observational effects , such as noise , beam , or optical depth effects , and are thus only idealised approximations to real observations ."," We Note that these maps lack any additional observational effects , such as noise , beam , or optical depth effects , and are thus only idealised approximations to real observations .",Lang-professional-Improve-style
1585,"As it was pointed out in Ref. [CITATION] , this is due to an ordering ambiguity when taking the zero-momentum limit [MATH] and performing the [MATH] -integration ( we take the limit after performing the integration ) .","As it was pointed out in Ref. [CITATION] , this is due to an ordering ambiguity when taking the zero-momentum limit [MATH] and performing the [MATH] integration ( we take the limit after performing the integration ) .",Improve-grammar-Typo
1586,"We examine the [MATH] -dependence of [MATH] , to find that it increases linearly with [MATH] as [MATH] in the weak frictional regime [MATH] .","We examine the [MATH] -dependence of [MATH] , to find that it increases linearly with [MATH] as [MATH] in the weak frictional instability regime [MATH] .",Lang-accurate-spefific
1587,"The GB invariant is just ( the quadratic ) one of a general class called Lovelock invariants , constructed of various powers of the curvature tensor , which lead to special properties for the equations of motion [CITATION] .","The GB invariant is just ( the quadratic ) member of a general class called Lovelock invariants , constructed of various powers of the curvature tensor , which lead to special properties for the equations of motion [CITATION] .",Lang-accurate-spefific
1588,"The GB invariant is just ( the quadratic ) one of a general class called Lovelock invariants , constructed of various powers of the curvature tensor , which lead to special properties for the equations of motion [CITATION] .","The GB invariant is just ( the quadratic ) one of a general class of Lovelock invariants , constructed of various powers of the curvature tensor , which lead to special properties for the equations of motion [CITATION] .",Lang-other
1589,"Hence , the rapidly oscillating vacuum pressure is zero on average and the main contribution of the oscillating vacuum energy density behaves effectively as cold dark matter .","Hence , the rapidly oscillating vacuum pressure is zero on average and the main contribution of this implies that the oscillating vacuum energy density behaves effectively as cold dark matter .",Content
1590,"Hence , the rapidly oscillating vacuum pressure is zero on average and the main contribution of the oscillating vacuum energy density behaves effectively as cold dark matter .","Hence , the rapidly oscillating vacuum pressure is zero on average and the main contribution of that the oscillating vacuum energy density behaves effectively as cold dark matter .",Improve-grammar-Typo
1591,"Hence , the rapidly oscillating vacuum pressure is zero on average and the main contribution of the oscillating vacuum energy density behaves effectively as cold dark matter ."," In turn , the rapidly oscillating vacuum pressure is zero on average and the main contribution of the oscillating vacuum energy density behaves effectively as cold dark matter .",Lang-professional-Improve-style
1592,This results in particle inertia 's non-monotonic effects on the VLSMs : low and high inertia both strengthen the VLSM whereas moderate and very high inertia have very little influence .,This results in particle inertia 's non-monotonic effects on the VLSMs : low and high inertia both strengthen the VLSM whereas moderate inertia ( based on the inner scale ) and very high inertia have very little influence .,Content
1593,This results in particle inertia 's non-monotonic effects on the VLSMs : low and high inertia both strengthen the VLSM whereas moderate and very high inertia have very little influence .,This results in particle inertia 's non-monotonic effects on the VLSMs : low and high inertia both strengthen the VLSM whereas moderate and very high inertia ( based on the outer scale ) have very little influence .,Content
1594,This results in particle inertia 's non-monotonic effects on the VLSMs : low and high inertia both strengthen the VLSM whereas moderate and very high inertia have very little influence .,This results in particle inertia 's non-monotonic effects on the VLSMs : low and high inertia both strengthen the VLSM whereas moderate and very high inertia have little influence .,Lang-improve-readability-Simplify
1595,This results in particle inertia 's non-monotonic effects on the VLSMs : low and high inertia both strengthen the VLSM whereas moderate and very high inertia have very little influence .,This results in particle inertia 's non-monotonic effects on the VLSMs : low and high inertia both strengthen the VLSMs whereas moderate and very high inertia have very little influence .,Improve-grammar-Typo
1596,Measurements were done for 15 points along the [MATH] -axis of the bar .,Measurements were done for 15 points along the [MATH] axis of the bar .,Improve-grammar-Typo
1597,"The total number of particles , momentum and energy of the system are [EQUATION] respectively .","The total number of particles , the momentum and energy of the system are [EQUATION] respectively .",Improve-grammar-Typo
1598,"The total number of particles , momentum and energy of the system are [EQUATION] respectively .","The total number of particles , momentum and the energy of the system are [EQUATION] respectively .",Improve-grammar-Typo
1599,"The total number of particles , momentum and energy of the system are [EQUATION] respectively .","The total number of particles , momentum , and energy of the system are [EQUATION] respectively .",Format
1600,"We use AdFisher to find that Ad Settings is opaque about some features of a user 's profile , that it does provide some choice on ads , and that these choices can lead to seemingly discriminatory ads .","We use AdFisher to find that Ad Settings is opaque about some features of a user 's profile , that it does provide some choice on ads , and that the these choices can lead to seemingly discriminatory ads .",Improve-grammar-Typo
1601,"We use AdFisher to find that Ad Settings is opaque about some features of a user 's profile , that it does provide some choice on ads , and that these choices can lead to seemingly discriminatory ads .","We use AdFisher to find that Ad Settings was opaque about some features of a user 's profile , that it does provide some choice on ads , and that these choices can lead to seemingly discriminatory ads .",Improve-grammar-Typo
1602,It can be further reduced by switching off the trap more slowly .,It can be reduced by switching off the trap more slowly .,Lang-improve-readability-Simplify
1603,It can be further reduced by switching off the trap more slowly ., The number of excitations can be further reduced by switching off the trap more slowly .,Content
1604,The above contradictory results and the idea that some general simple mechanism might still be present in all the above materials naturally suggests to look for other descriptions of the anomalous low [MATH] magnetic relaxation .,The above contradictory results suggests to look for other descriptions of the anomalous low [MATH] magnetic relaxation .,Content
1605,The above contradictory results and the idea that some general simple mechanism might still be present in all the above materials naturally suggests to look for other descriptions of the anomalous low [MATH] magnetic relaxation .,The above contradictory results and the idea that some general simple mechanism might still be present in all the above materials naturally suggests to look for additional descriptions of the anomalous low [MATH] magnetic relaxation .,Lang-professional-Improve-style
1606,These couplings are fixed by symmetry conditions such as the Ward-Takahashi identities .," Here , only the three-point and four-point couplings among the Goldstone and Higgs bosons are needed , and These couplings are fixed by symmetry conditions such as the Ward-Takahashi identities .",Content
1607,The tension measurements can be done contactless within a few seconds ., Both the position and The tension measurements can be done contactless within a few seconds .,Content
1608,The tension measurements can be done contactless within a few seconds .,The tension measurements can be performed contactless within a few seconds .,Lang-professional-Improve-style
1609,The tension measurements can be done contactless within a few seconds .,The tension measurements can be done without touching the wire within a few seconds .,Lang-accurate-spefific
1610,"Thus , in addition to simple pomeron exchanges of Fig. [REF] , one has to consider multiple exchanges of coupled enhanced graphs .","Thus , in addition to simple pomeron exchanges of Fig. [REF] Taking Pomeron-Pomeron interactions into account , one has to consider multiple exchanges of coupled enhanced graphs .",Content
1611,"Thus , in addition to simple pomeron exchanges of Fig. [REF] , one has to consider multiple exchanges of coupled enhanced graphs ."," , in addition to simple pomeron exchanges of Fig. [REF] , one has to consider multiple exchanges of coupled enhanced graphs .",Lang-improve-readability-Simplify
1612,"Thus , in addition to simple pomeron exchanges of Fig. [REF] , one has to consider multiple exchanges of coupled enhanced graphs .","Thus , in addition to simple Pomeron exchanges of Fig. [REF] , one has to consider multiple exchanges of coupled enhanced graphs .",Improve-grammar-Typo
1613,"For each file request , at most one chunk is added in gLRU as compared to that in LRU where entire file is added .","For each file request , at most one chunk is added in gLRU whereas in LRU where the entire file is added .",Lang-professional-Improve-style
1614,The blue curves in Fig. [REF] show the current velocity dispersion of subsets of particles binned according to [MATH] .,The blue curves in Figure [REF] show the current velocity dispersion of subsets of particles binned according to [MATH] .,Format
1615,"The limiting J magnitude that we use is thus actually defined by the limiting K magnitude , combined with the ( J-K ) colors expected for the objects of interest .","The limiting J magnitude that we use is thus actually defined by the limiting Ks magnitude , combined with the ( J-K ) colors expected for the objects of interest .",Improve-grammar-Typo
1616,"The limiting J magnitude that we use is thus actually defined by the limiting K magnitude , combined with the ( J-K ) colors expected for the objects of interest .","The limiting J magnitude that we use is thus actually defined by the limiting K magnitude , combined with the ( J-Ks ) colors expected for the objects of interest .",Improve-grammar-Typo
1617,We presented a real-time motion planning algorithm that computes appropriate motion trajectories for a robot based on complex NLP instructions .,We presented a motion planning algorithm that computes appropriate motion trajectories for a robot based on complex NLP instructions .,Lang-improve-readability-Simplify
1618,We presented a real-time motion planning algorithm that computes appropriate motion trajectories for a robot based on complex NLP instructions .,We present a real-time motion planning algorithm that computes appropriate motion trajectories for a robot based on complex NLP instructions .,Improve-grammar-Typo
1619,The integral in equation ( [REF] ) is also an elliptic integral that can be reduced to [MATH] accordingly .,The integral in equation ( [REF] ) is also an elliptic integral and can be reduced to [MATH] accordingly .,Improve-grammar-Typo
1620,"That is , the information about the initial state is lost entirely when the system is driven adiabatically through the exceptional points .","That is , information about the initial state is lost entirely when the system is driven adiabatically through the exceptional points .",Improve-grammar-Typo
1621,"That is , the information about the initial state is lost entirely when the system is driven adiabatically through the exceptional points .","That is , the information about the initial state is lost when the system is driven adiabatically through the exceptional points .",Lang-improve-readability-Simplify
1622,We have searched for long bursts that begin with a bright enough pulse during the first two seconds .,"We have searched for long bursts that begin with a bright enough pulse during the first two seconds , also demanding that the counts would drop back to the background level during this time .",Content
1623,We have searched for long bursts that begin with a bright enough pulse during the first two seconds .,We have searched for long bursts that begin with a bright pulse during the first two seconds .,Lang-improve-readability-Simplify
1624,"We observe that a graph can be both categorically labelled and continuously attributed , and one could extend the above scheme by jointly considering this information , for instance by concatenating the node features .","We observe that a graph can be both categorically labelled and continuously attributed , and one could extend the above scheme by jointly considering this information , ( for instance by concatenating the node features .",Format
1625,"We observe that a graph can be both categorically labelled and continuously attributed , and one could extend the above scheme by jointly considering this information , for instance by concatenating the node features .","We observe that a graph can be both categorically labelled and continuously attributed , and one could extend the above scheme by jointly considering this information , for instance by concatenating the node features ) .",Format
1626,The continuous transition obtained in the mean-field calculation respects the PHS and [MATH] rotational symmetry because fLSM enjoys those symmetries .,The continuous transition obtained in the mean-field calculation respects the PHS and SO ( 3 ) rotational symmetry because fLSM enjoys those symmetries .,Format
1627,The continuous transition obtained in the mean-field calculation respects the PHS and [MATH] rotational symmetry because fLSM enjoys those symmetries .,The continuous transition obtained in the mean-field calculation respects the PHS and [MATH] rotational symmetry because F-LSM enjoys those symmetries .,Improve-grammar-Typo
1628,A lot more detail may be found in B ( Chapter 9 ) .,A lot more detail may be found in BK ( Chapter 9 ) .,Format
1629,"When convolved with the query image , the proxy activates pixels maximally similar to the class signature .","When convolved with the query image , the proxy activates pixels maximally similar to that class signature .",Improve-grammar-Typo
1630,"Naturally , the required sampling time is anti-correlated with the total sample area and can be significantly reduced if larger samples ( of the order of 10 cm [MATH] ) can be used .","Naturally , the required sampling time is anti-correlated with the total sample area and can be significantly reduced if larger samples ( of the order of 10 cm [MATH] ) are used .",Lang-professional-Improve-style
1631,"Naturally , the required sampling time is anti-correlated with the total sample area and can be significantly reduced if larger samples ( of the order of 10 cm [MATH] ) can be used .","Naturally , the required sampling time is inversely proportional to the total sample area and can be significantly reduced if larger samples ( of the order of 10 cm [MATH] ) can be used .",Lang-professional-Improve-style
1632,"The calculated H [MATH] column density is around a few times [MATH] cm [MATH] for most of the cloud , but parts in the Northwest and the center peak at about [MATH] cm [MATH] .","The calculated H [MATH] column density is on the order of around a few times [MATH] cm [MATH] for most of the cloud , but parts in the Northwest and the center peak at about [MATH] cm [MATH] .",Lang-accurate-spefific
1633,"The calculated H [MATH] column density is around a few times [MATH] cm [MATH] for most of the cloud , but parts in the Northwest and the center peak at about [MATH] cm [MATH] .","The calculated H [MATH] column density is around a few times [MATH] cm [MATH] for most of the cloud , but parts in the Northwest and the center peak at about [MATH] cm of [MATH] .",Improve-grammar-Typo
1634,"The calculated H [MATH] column density is around a few times [MATH] cm [MATH] for most of the cloud , but parts in the Northwest and the center peak at about [MATH] cm [MATH] .","The calculated H [MATH] column density is around a few times [MATH] cm [MATH] for most of the cloud , but parts in the northwest and the center peak at about [MATH] cm [MATH] .",Improve-grammar-Typo
1635,The tool automates the simulation of having a particular interest or attribute by visiting webpages associated with that interest or by altering the ad settings provided by Google .,The tool can simulate having a particular interest or attribute by visiting webpages associated with that interest or by altering the ad settings provided by Google .,Lang-accurate-spefific
1636,"To be slightly more precise , we recall that the Schrödinger equation describing a ' non-relativistic ' particle of mass [MATH] in a background Newtonian gravitational field with potential [MATH] is [EQUATION]","To be slightly more precise , we recall that the Schrödinger equation describing a ' non-relativistic ' ( i.e. not Poincaré invariant ) particle of mass [MATH] in a background Newtonian gravitational field with potential [MATH] is [EQUATION]",Content
1637,"To be slightly more precise , we recall that the Schrödinger equation describing a ' non-relativistic ' particle of mass [MATH] in a background Newtonian gravitational field with potential [MATH] is [EQUATION]","To be slightly more precise , we recall that the Schrödinger equation describing a ' non-relativistic ' particle of mass [MATH] in a background Newtonian gravitational field with potential [MATH] and zero spin is [EQUATION]",Content
1638,None of them however solve the update locking problem or forward locking problem which we consider .," , None of them however solve the update locking problem or forward locking problem which we consider .",Format
1639,None of them however solve the update locking problem or forward locking problem which we consider .,"None of them however solve the update locking problem or forward locking problem , which we consider .",Format
1640,None of them however solve the update locking problem or forward locking problem which we consider .,None of them however solve the update or forward locking problem which we consider .,Content
1641,None of them however solve the update locking problem or forward locking problem which we consider ., they do not however solve the update locking problem or forward locking problem which we consider .,Improve-grammar-Typo
1642,None of them however solve the update locking problem or forward locking problem which we consider .,None of them however solve the update locking problem or forward locking problems which we consider .,Improve-grammar-Typo
1643,Also the metalicity of the galaxy is traced in a self-consistent manner using the prescription of Woosley Weaver ( 1995 ) to model the enrichment of the inter-stellar medium .,"Also the metalicity of the galaxy is traced in a self-consistent manner using the prescription of Woosley Weaver ( 1995 ) to model the enrichment of , the inter-stellar medium .",Format
1644,Also the metalicity of the galaxy is traced in a self-consistent manner using the prescription of Woosley Weaver ( 1995 ) to model the enrichment of the inter-stellar medium .,"Also the metalicity of the galaxy is traced in a self-consistent manner using the prescription of Woosley Weaver ( 1995 ) , to model the enrichment of the inter-stellar medium .",Format
1645,Also the metalicity of the galaxy is traced in a self-consistent manner using the prescription of Woosley Weaver ( 1995 ) to model the enrichment of the inter-stellar medium ., In addition the metalicity of the galaxy is traced in a self-consistent manner using the prescription of Woosley Weaver ( 1995 ) to model the enrichment of the inter-stellar medium .,Lang-professional-Improve-style
1646,Also the metalicity of the galaxy is traced in a self-consistent manner using the prescription of Woosley Weaver ( 1995 ) to model the enrichment of the inter-stellar medium .,Also the metalicity of each galaxy is traced in a self-consistent manner using the prescription of Woosley Weaver ( 1995 ) to model the enrichment of the inter-stellar medium .,Lang-accurate-spefific
1647,"The first term in ( [REF] ) is not always zero , but it is a well-defined expression !","The first term in ( [REF] ) is not always zero , but it is a well-defined expression does not contain pinching singularities !",Content
1648,"The first term in ( [REF] ) is not always zero , but it is a well-defined expression !","The first term in ( [REF] ) is not always zero , but it !",Content
1649,"This feature can be used , e.g. , to introduce a "" gradual burn-in , "" by defining a decaying sequence [MATH] .","This feature can be used , for example , to introduce a "" gradual burn-in , "" by defining a decaying sequence [MATH] .",Lang-other
1650,"This feature can be used , e.g. , to introduce a "" gradual burn-in , "" by defining a decaying sequence [MATH] .","This feature can be used , e.g. , to introduce a ' gradual burn-in , "" by defining a decaying sequence [MATH] .",Format
1651,"This feature can be used , e.g. , to introduce a "" gradual burn-in , "" by defining a decaying sequence [MATH] .","This feature can be used , e.g. , to introduce a "" gradual burn-in , ' by defining a decaying sequence [MATH] .",Format
1652,"In practice , database codes will generally not be uniformly distributed , nor are uniformly distributed codes ideal for multi-index hashing .","In practice , database codes will not be uniformly distributed , nor are uniformly distributed codes ideal for multi-index hashing .",Lang-improve-readability-Simplify
1653,The magnetic rigidity of [MATH] Na is [MATH] lower than the rigidity of the [MATH] Ne beam which allows full their separation .,The magnetic rigidity of [MATH] Na is [MATH] lower than the rigidity of the [MATH] Ne beam which allows complete their separation .,Lang-professional-Improve-style
1654,"This is relevant for the dynamics of baroclinic disks , especially if these can not be regarded as thin .","This is relevant for the dynamics of baroclinic disks with , especially if these can not be regarded as thin .",Improve-grammar-Typo
1655,"This is relevant for the dynamics of baroclinic disks , especially if these can not be regarded as thin .","This is relevant for the dynamics of baroclinic disks equilibrium structure , especially if these can not be regarded as thin .",Content
1656,In Section [REF] we describe our convolution architecture for human body-part segmentation and depth estimation .,In Section [REF] we describe our CNN architecture for human body-part segmentation and depth estimation .,Lang-accurate-spefific
1657,In Section [REF] we describe our convolution architecture for human body-part segmentation and depth estimation .,In Section [REF] we describe our convolution architecture for human body part segmentation and depth estimation .,Improve-grammar-Typo
1658,"The main motivation is not to present new data , however , but to introduce an electrical equivalent-circuit model representing data very well ; the new model is an extension of a model discussed previously by our group [CITATION] .","The main motivation is not to present new data , however , but to introduce an electrical equivalent-circuit model representing data very well .",Content
1659,We fitted the power density spectra of the source in the 0.02-150 Hz range to analytic models using [MATH] minimization technique to quantify their characteristics .,We fitted the power density spectra of the source in the 0.02-150 Hz range to analytic models using the [MATH] minimization technique to quantify their characteristics .,Improve-grammar-Typo
1660,"The "" self-orthogonality "" phenomenon is clarified in terms of a correct spectral decomposition and it is shown that "" self-orthogonal "" states never jeopardize decomposition of unity and thereby quantum averages of observables .","The "" self-orthogonality "" phenomenon is clarified in terms of a correct spectral decomposition and it is shown that "" self-orthogonal "" states never jeopardize resolution of identity and thereby quantum averages of observables .",Content
1661,We deem that the two charmed quarks are always emitted in 180 [MATH] angle in their respective center-of-mass frame while this angle is typically much smaller in the laboratory frame due to large Lorentz boosts especially in the longitudinal direction .,"We deem that the two charmed quarks are always emitted in 180 [MATH] angle in their respective center-of-mass frame while this angle is typically much smaller in the laboratory frame due to large Lorentz boosts especially in the longitudinal direction , .",Format
1662,We deem that the two charmed quarks are always emitted in 180 [MATH] angle in their respective center-of-mass frame while this angle is typically much smaller in the laboratory frame due to large Lorentz boosts especially in the longitudinal direction .,We deem that the two charmed quarks are always emitted in 180 [MATH] angle in their respective center-of-mass frame while this angle is typically much smaller in the laboratory frame due to large Lorentz boosts especially in the longitudinal direction at large forward and backward rapidities .,Content
1663,"Secondly , even if the given system were solvable , the associated dimension of the object to be filtered is very high ( of order of [MATH] or greater ) thus posing great computational challenges , e.g. with regards to the storage of covariance matrices .","Secondly , even if the given system were solvable , the associated dimension of the object to be filtered is very high ( of order of [MATH] or greater ) thus posing great computational challenges .",Content
1664,"Thus , the adaptation process is performed on the background class weights solely in the few-shot setup .","Thus , the adaptation process is performed on the background class weights solely in the few-shot setup from the large scale training .",Content
1665,"Thus , the adaptation process is performed on the background class weights solely in the few-shot setup .", the adaptation process is performed on the background class weights solely in the few-shot setup .,Lang-improve-readability-Simplify
1666,"Thus , the adaptation process is performed on the background class weights solely in the few-shot setup .","Thus , the adaptation process is performed on the background class weights .",Content
1667,The extension to finite temperature was investigated in [CITATION] etc .,The extension to finite temperature was investigated in [CITATION] .,Lang-improve-readability-Simplify
1668,"Introducing an ultraviolet ( UV ) cut-off [MATH] , we find [MATH] for the most symmetric condition ( [MATH] , [MATH] , and [MATH] ) , which corresponds to [MATH] .","Introducing an ultraviolet ( UV ) cutoff [MATH] , we find [MATH] for the most symmetric condition ( [MATH] , [MATH] , and [MATH] ) , which corresponds to [MATH] .",Improve-grammar-Typo
1669,"Many organic liquids are easily supercooled and good glass formers , usually with the glass transition taking place far below room temperature .","Many organic liquids are easily supercooled and excellent glass formers , usually with the glass transition taking place far below room temperature .",Lang-accurate-spefific
1670,"The Fourier expansion of the electron density in the interstitial region ( i.e. valence charge density ) is cut-off at [MATH] , leading to 913 and 6524 plane waves for the [MATH] and the [MATH] phases , respectively .","The Fourier expansion of the electron density in the interstitial region ( i.e. valence charge density ) is cut-off at [MATH] , leading to 913 and 6524 plane waves for the [MATH] and the [MATH] structures , respectively .",Lang-accurate-spefific
1671,"For particles with additional degrees of freedom relations ( [REF] ) - ( [REF] ) are provided with extra factors [MATH] for spin 1/2 , [MATH] for vector particle , etc. , and similarly for internal degrees of freedom .","For particles with additional degrees of freedom relations ( [REF] ) - ( [REF] ) are provided with extra factors [MATH] for spin 1/2 , [MATH] for vector particle , etc. , and similarly for internal degrees of freedom , .",Format
1672,"To predict the fragmentation of a filament a more complex model is essential , one that not only considers the balance between internal self-gravity and thermal pressure , but also other forces , such as external hydrostatic , turbulent , or magnetic pressure .","To predict the fragmentation of a filament a more complex model is essential , one that not only considers the balance between internal self-gravity and thermal pressure , but also other forces , such as external hydrostatic , turbulent , or , magnetic pressure .",Format
1673,"To predict the fragmentation of a filament a more complex model is essential , one that not only considers the balance between internal self-gravity and thermal pressure , but also other forces , such as external hydrostatic , turbulent , or magnetic pressure .","To predict the fragmentation of a filament a more complex model is essential ; one that not only considers the balance between internal self-gravity and thermal pressure , but also other forces , such as external hydrostatic , turbulent , or magnetic pressure .",Format
1674,"This section illustrates the theoretical properties for the confidence interval in Section [REF] , using simulated datasets .","This section illustrates the theoretical properties for the confidence interval in the previous section , using simulated datasets .",Format
1675,"Since both [MATH] and [MATH] are Gaussian distributions , [MATH] is also Gaussian , and its mean vector [MATH] and covariance matrix [MATH] are computed using the standard Kalman filter recursion as [EQUATION] where [EQUATION] is the Kalman gain [CITATION] .","Since both [MATH] and [MATH] are Gaussian distributions , [MATH] is also Gaussian , and its mean vector [MATH] and covariance matrix [MATH] in Eq. ( [REF] ) are computed using the standard Kalman filter recursion as [EQUATION] where [EQUATION] is the Kalman gain [CITATION] .",Format
1676,"First , [MATH] is defined by [EQUATION] where [MATH] and [MATH] are conditionally independent of [MATH] .","First , [MATH] is defined by [EQUATION] ",Content
1677,"While the LHC has the potential of discovering the [MATH] up to [MATH] TeV with 100 fb [MATH] data at [MATH] TeV , to establish the flavorful nature of the [MATH] requires much higher integrated luminosity .","While the LHC has the potential of discovering the [MATH] up to [MATH] TeV with 100 fb [MATH] data at [MATH] TeV , to establish the flavorful nature of the [MATH] requires much higher integrated the center of mass energy luminosity .",Content
1678,"This is in sharp contrast with the local equilibrium involved in the standard shearing box framework that is unable to capture the variation of the angular frequency with height , preventing its use when modeling disks with a baroclinic equilibrium structure .","This is in sharp contrast with the local equilibrium involved in the SSB framework that is unable to capture the variation of the angular frequency with height , preventing its use when modeling disks with a baroclinic equilibrium structure .",Improve-grammar-Typo
1679,A similar situation has been encountered in the context of dirty [MATH] -wave superconductors [CITATION] where it has been argued that the quasiparticle conductivity receives aditional logarithmic contributions from the processes involving one RA and one RR ( AA ) Cooperon [CITATION] .,A similar situation has been encountered in the context of dirty [MATH] -wave superconductors [CITATION] where it has been argued that the quasiparticle conductivity receives aditional logarithmic contributions from the processes involving RR ( AA ) Cooperon [CITATION] .,Content
1680,A similar situation has been encountered in the context of dirty [MATH] -wave superconductors [CITATION] where it has been argued that the quasiparticle conductivity receives aditional logarithmic contributions from the processes involving one RA and one RR ( AA ) Cooperon [CITATION] .,A similar situation has been encountered in the context of dirty [MATH] -wave superconductors [CITATION] where it has been argued that the quasiparticle conductivity receives aditional logarithmic contributions from the processes involving one RA and one RR ( AA ) Cooperons [CITATION] .,Improve-grammar-Typo
1681,This measurement has been proven to be optimal if a homodyne configuration with a pulse shaped reference beam is used .,This measurement has been proven to be optimal if a homodyne configuration with a pulse shaped reference beam is used in .,Improve-grammar-Typo
1682,This measurement has been proven to be optimal if a homodyne configuration with a pulse shaped reference beam is used .,This measurement has been proven to be optimal if a homodyne configuration with a pulse shaped reference beam used .,Improve-grammar-Typo
1683,This measurement has been proven to be optimal if a homodyne configuration with a pulse shaped reference beam is used .,This measurement has been proven to be optimal when a homodyne configuration with a pulse shaped reference beam is used .,Lang-accurate-spefific
