,doc_name,node_ix_src,text_src,label
690,59-ARR,59-ARR_v1_review2_1@8,"The authors further conduct experiments for different PLMs, layers, and different relations.",No
691,334-ARR,334-ARR_v1_review1_2@0,summary_of_strengths.,No
692,7-1030,7-1030_v1_report36742_10@1,"You mention that the review included eight studies and called for further research in this area, which is correct.",No
693,1-21,1-21_v1_report457_1@1,To do so requires knowledge about both the ecological and evolutionary responses of bacteria to phage in the environment.,No
694,2-180,2-180_v1_report2135_5@0,One concern regarding the methods and design is that the authors appear to have used a separate wild-type mouse colony and compared them to ephrin-a2 KO mice inbred via a backcrossed colony.,No
695,2-173,2-173_v1_report1566_1@1,"In general, the experimental approaches are appropriate and the results are clearly presented.",No
696,7-1030,7-1030_v1_report36742_7@1,"Was this due to differences in the kind of research, amount of funding requested or some other perceived risk on behalf of the funder? Could this artificially influence the standard deviation of the score, confounding any association with citations?",No
697,7-704,7-704_v1_report37428_13@0,Are sufficient details of methods and materials provided to allow replication by others?,No
698,23-ARR,23-ARR_v1_review3_1@0,paper_summary.,No
699,110-ARR,110-ARR_v1_review1_1@1,The goal of the presented research was to improve results for NLP tasks requiring semantic understanding.,No
700,7-1030,7-1030_v1_report36742_9@1,"We note that this publication doesn’t refer to itself as being a systematic review, and indeed, it is an update of a 2009 review which describes itself as a non-systematic review.",No
701,23-ARR,23-ARR_v1_review4_3@2,"First, Schema Extension requires manual annotation, which means that reasonable schema design and annotation can eliminate the problem of column operation.",No
702,7-1235,7-1235_v1_report37844_1@2,"There are no major flaws with the module, the code is deposited in github, allowing easy access to users.",No
703,7-222,7-222_v1_report31232_1@2,"Nevertheless, I have several concerns, mainly:",No
704,7-1641,7-1641_v1_report40329_6@2,"If this is misinterpreted, there are risks associated to the use of that data.",No
705,7-407,7-407_v1_report35197_7@5,"This is in addition to the concerns with artifact rejection, time region, and baselining already discussed.",No
706,23-ARR,23-ARR_v1_review4_2@0,"summary_of_strengths. The contribution of this paper: 1.  Propose two new benchmarks: a synthetic dataset and a train/test repartitioning of the SQUALL dataset, both capable of quantifying out-of-domain generalization on column operations. 
     ",No
707,172-ARR,172-ARR_v1_review1_3@1,### Original comments from previous review -The main concern is the technical novelty of this paper.,No
708,14-ARR,14-ARR_v1_review2_2@4,4. The paper is very well written and easy to follow.,No
709,25-ARR,25-ARR_v1_review1_4@4,2. What is the purpose of the average duration reported in Table 1?,No
710,10-ARR,10-ARR_v1_review1_5@3,"If this is the case, I would lower my overall rating.",No
711,14-ARR,14-ARR_v1_review3_1@2,"Their model/metric, VRANK, is trained directly on pairwise human judgments.",No
712,157-ARR,157-ARR_v1_review2_2@3,3. The paper is Well-written.,No
713,25-ARR,25-ARR_v1_review1_4@25,arXiv preprint arXiv:1909.03087.,No
714,1-21,1-21_v1_report458_2@2,"The particle-free supernatant would then be added to controls, so that all components (except phage presence) would be otherwise identical across treatments and controls.",No
715,7-229,7-229_v1_report32057_6@2,At each site you have 48 hours of data.,No
716,172-ARR,172-ARR_v1_review1_3@15,-**Re.,No
717,19-ARR,19-ARR_v1_review1_2@0,summary_of_strengths.,No
718,7-229,7-229_v1_report32057_6@4,"You then repeatedly sampled one morning from each month, I think.",No
719,59-ARR,59-ARR_v1_review3_3@1,"1. According to table 8, the authors performed 500 training steps during the rewire phase.",No
720,7-738,7-738_v1_report35034_7@1,EKG changes may give a clue to the diagnosis.,No
721,25-ARR,25-ARR_v1_review1_3@0,summary_of_weaknesses.,No
722,7-1641,7-1641_v1_report39449_1@0,Here are my comments:,No
723,7-1235,7-1235_v1_report38311_3@1,This tool is substantially less useful if it is not updated when new source data is released.,No
724,23-ARR,23-ARR_v1_review1_1@4,"For example, a ""time_span"" column can be expanded as ""start_time"" and ""end_time"" columns.",No
725,1-23,1-23_v1_report314_1@0,I approve the validity of this opinion article with some minor remarks.,No
726,19-ARR,19-ARR_v1_review2_2@3,"
-The paper takes in account the differences between experts and crowd-workers.",No
727,39-ARR,39-ARR_v1_review1_3@13,"There are more substitutes to OT, such as the KL divergence or the Jensen-Shannon divergence (which are commonly used to make comparisons with OT).",No
728,2-155,2-155_v1_report1186_3@2,"This issue has been settled in the EU which has banned the practice, but is of major discussion currently in the US Congress where “The Strategies to Address Antimicrobial Resistance (STAAR)” (which would take important steps to strengthen the US federal response to the public health crisis of antimicrobial resistance) is currently being considered.",No
729,10-ARR,10-ARR_v1_review3_2@0,"summary_of_strengths. - Overall, the paper is clear in its objectives and methodology followed.",No
730,2-147,2-147_v1_report1061_1@0,"In the present report, Clutterbuck and co-workers describe the cytotoxic and anti-inflammatory effects of curcumin in equine cartilage explants and chondrocytes.",No
731,2-173,2-173_v1_report1628_1@0,This article explores for the first time the expression of cytochrome P450 enzymes (CYP3A5) in lung cells.,No
732,157-ARR,157-ARR_v1_review1_4@1,"No questions. 
",No
733,2-155,2-155_v1_report1506_9@3,"Further, birds from multiple farms may be processed within the same processing plant and this too can impact the microbiological quality of the carcass due to cross-contamination.",No
734,2-155,2-155_v1_report1186_3@1,However this study continues to fuel the debate on whether the use of antibiotics as growth promoters in poultry production leads to selection of antibiotic resistant and multi-resistant bacteria; which ultimately may have consequences for treatment of diseases in both man and animals.,No
735,156-ARR,156-ARR_v1_review1_2@2,"The new model leverages several techniques to better alleviate the one-to-many mapping problem in dialogue response generation, including conditional variational autoencoder, n-stream self-attention, memory scheme, masked language modeling, free bits and bag-of-words loss for reducing KL-vanishing, and position embeddings for Transformers. 
",No
736,3-190,3-190_v1_report5802_2@1,"Published growth curves are used to estimate the age at tagging, which is then added to the time at liberty to get a ‘backtransformed age at recapture’.",No
737,86-ARR,86-ARR_v1_review2_4@0,"comments,_suggestions_and_typos. - Perplexity does not necessarily measure fluency.",No
738,7-1030,7-1030_v1_report37261_11@3,Do such applications with such bi-modal review scores exist? Or is the level of disagreement seen in the successful applications similar to that of the unsuccessful applications?,No
739,1-12,1-12_v1_report345_8@2,"In fact, for this model, I would expect PNEPs not to require a hydrophobic region at all.",No
740,10-ARR,10-ARR_v1_review2_2@1,- The task proposed is novel.,No
741,14-ARR,14-ARR_v1_review1_1@3,"To motivate the new metric contribution, this work provides rich insights regarding the evaluation protocols being used in VIST.",No
742,10-ARR,10-ARR_v1_review1_4@2,Can you recruit volunteer patients?,No
743,1-12,1-12_v1_report345_9@0,- As a general consideration.,No
744,14-ARR,14-ARR_v1_review2_2@5,The contributions are clearly described and all the experimental results support the main paper idea.,No
745,169-ARR,169-ARR_v1_review1_1@7,"
Within this framework, they conduct experiments on 6 MRC datasets.",No
746,59-ARR,59-ARR_v1_review3_1@5,"The paper also presents a new method for probing PLMs, called Contrastive-Probe.",No
747,3-190,3-190_v1_report5801_2@1,The two tables presented are sufficient to convey the data discussed.,No
748,7-1306,7-1306_v1_report40612_3@1,"Such an accessible analysis with guard-rails would be useful--had I been aware of the GenePattern system when organizing data analysis for the Tabula Muris project, I would certainly have used it, and so avoided many problems with people deleting code they shouldn't have, not changing file names to match their local directory structure, etc.",No
749,86-ARR,86-ARR_v1_review2_1@2,This work deals with “mutual promotion” where they “promote” in both directions.,No
750,39-ARR,39-ARR_v1_review1_3@1,1. The paper claims that it exploits unlabelled target language data.,No
751,21-ARR,21-ARR_v1_review1_3@1,"Its essence is the ""pilot update"" mechanism, which basically applies the inner loop of MAML twice, once to update the teacher, and once to update the student.",No
752,7-1030,7-1030_v1_report36742_1@0,We thank the authors for this very interesting study.,No
753,7-738,7-738_v1_report35031_1@1,The authors do a good job presenting a manuscript that is easy to read.,No
754,23-ARR,23-ARR_v1_review2_2@0,summary_of_strengths.,No
755,21-ARR,21-ARR_v1_review1_4@3,"Therefore, the majority of reviewers' comments from ARR August still holds (I was one of the original reviewers).",No
756,23-ARR,23-ARR_v1_review1_1@6,"In this way, column operations can be reduced to regular column matching.",No
757,39-ARR,39-ARR_v1_review1_3@3,"First, $e_{i}$ is probably extracted directly from labels $y_{i}$; it is when $y_{i}$ says that some word is an event trigger that one can know that $e_{i}=1$.",No
758,59-ARR,59-ARR_v1_review4_4@0,"comments,_suggestions_and_typos.",No
759,14-ARR,14-ARR_v1_review2_1@6,"Additionally, 79.8% of machine-generated stories have at least one error (according to their detailed classification).   ",No
760,1-12,1-12_v1_report345_10@0,"- Although various types of vesicles have been documented in the host cell (on the morphological level, directed trafficking has not been demonstrated), I am unaware of any report convincingly showing vesicles in the PV.",No
761,30-ARR,30-ARR_v1_review2_2@2,-The proposed approach is simple and can be applied for NLP tasks where rationales can be easily identified and annotated.,No
762,7-1306,7-1306_v1_report40612_11@3,"For example, t-tests and the wilcox have problems with log-normalized data (they fail to be consistent when cells are sampled to different depths).",No
763,7-1306,7-1306_v1_report40612_1@1,"GenePattern notebooks allow a user to access python libraries for data analysis through a simple GUI--dropdown menus, text fields, and sliders are used to provide inputs to python functions that get run under the hood.",No
764,170-ARR,170-ARR_v1_review1_1@1,This work focuses on video-grounded dialogue tasks.,No
765,39-ARR,39-ARR_v1_review1_3@25,"7. In section 3.4, the result shows that simple MLM fine-tuning on unlabelled target language data derives considerable gains against BERT-CRF baseline.",No
766,59-ARR,59-ARR_v1_review3_2@1,The paper is building on previous work in the relatively new domain of PLM knowledge probing (most citations are after 2020).,No
767,7-407,7-407_v1_report35197_6@3,I am aware the authors already know the following but by doing multiple analyses and only reporting a sub-sample of them a believer or supporter of a hypothesis could bias effect sizes up while a skeptic or opponent could bias effect sizes down (and none of these biases are necessarily intentional or even conscious).,No
768,169-ARR,169-ARR_v1_review2_1@4,"Besides, a set of experiments are conducted to investigate the difference between online learning and offline learning, and the importance of model initialisation in the proposed bandit learning approach.",No
769,2-173,2-173_v1_report1628_2@0,Main concern:,No
770,170-ARR,170-ARR_v1_review1_2@0,summary_of_strengths.,No
771,59-ARR,59-ARR_v1_review3_1@8,Contrastive-Probe do not rely on the MLM head of the PLM being probed.,No
772,7-1641,7-1641_v1_report39449_15@0,Paragraph 4 – “There needs to be direct benefit….” This is a general statement.,No
773,30-ARR,30-ARR_v1_review1_3@5,"E.g., line 223-224 and line 230-231.",No
774,59-ARR,59-ARR_v1_review1_2@0,summary_of_strengths. - The authors constructed a new biomedical knowledge probing benchmark dataset MedLAMA.,No
775,110-ARR,110-ARR_v1_review1_2@2,It is also hard to differentiate negated and not negated sequences.,No
776,2-155,2-155_v1_report1506_6@0,Discussion:,No
777,3-190,3-190_v1_report5801_1@0,This manuscript reports increased longevity for two common species of small coastal sharks (Atlantic Sharpnose Shark Rhizoprionodon terraenovae and Blacknose Shark Carcharhinus acronotus ) based on tag recapture data.,No
778,86-ARR,86-ARR_v1_review1_2@7,Human evaluation is also conducted.,No
779,192-ARR,192-ARR_v1_review3_3@4,"Let’s consider a counter-example: suppose for a low-resource language LR with sentences S1 = {w1, w2, w3, w4}, S2 = {w1, w5, w3, w4} and S3 = {w1, w6, w3, w4}.",No
780,1-12,1-12_v1_report345_11@1,"Possibly there still is an unknown N-terminal acetylation activity in the ER of Plasmodium parasites (for instance there is one GNAT domain containing protein, PF14_0350, with 2 hydrophobic segments).",No
781,7-1235,7-1235_v1_report38311_5@0,Yes,No
782,7-1641,7-1641_v1_report39449_4@1,Is this part of the survey or workshop?,No
783,192-ARR,192-ARR_v1_review3_1@4,It is trained as a similarity prediction task with two uniformly sampled tokens from two input sentences.,No
784,7-229,7-229_v1_report31795_6@0,“we counted and measured the diameter at breast height (DBH) of all trees with a circumference above 20 cm (diameter at breast height of ~6.4 cm) inside an area of 14 × 14 m delimited by spanning 10 m coloured ropes from the central tree where the sound recorder was attached to all cardinal directions.”,No
785,2-180,2-180_v1_report1747_6@0,MINOR COMMENTS AND SUGGESTIONS,No
786,7-1306,7-1306_v1_report37288_2@1,Growing resources for single cell transcriptomics will continue to enable that community and extend GenePattern to additional users.,No
787,59-ARR,59-ARR_v1_review2_1@5,"Therefore, they propose to “rewire the PLM parameters for retrieval”.",No
788,172-ARR,172-ARR_v1_review1_3@19,"Yes, when fine-tuning there is only the BERT encoder used.",No
789,2-238,2-238_v1_report4017_3@2,The authors do state in the introduction that Hos2 is not a typical deacetylase and has been described by the Candida Genome Database as a member of NAD-dependent sirtuins.,No
790,7-1641,7-1641_v1_report40330_5@0,First - Funders need to engage early with the researchers and related stakeholders to understand their concerns and work harder to define the more explicitly the benefits to all stakeholders.,No
791,10-ARR,10-ARR_v1_review2_3@0,summary_of_weaknesses.,No
792,10-ARR,10-ARR_v1_review3_2@5,"The experimental results are promising, demonstrating the effectiveness of the proposed method.",No
793,19-ARR,19-ARR_v1_review2_1@5,"Such a multidimensional leaderboard is a good idea especially for tasks such as language generation, where more than one criterion is important to be evaluated.",No
794,7-697,7-697_v1_report34685_4@0,"It should also be noted that there is improved clinical awareness, and enhanced imaging availability, with t1 or t2-weighted magnetic resonance imaging (MRI) used to establish more accurately the aetiology and nature of a dysfunctioning joint.",No
795,2-238,2-238_v1_report4017_1@0,This manuscript describes an in vitro assay strategy for testing the effects of antifungal compounds on the activity of Hos2 deacetylase large scale screens.The goal is to find compounds that could be used as facilitators in combinatorial drug treatments for azole resistant Candida albicans infections.,No
796,59-ARR,59-ARR_v1_review1_1@2,"First, the authors constructed MedLAMA, a biomedical knowledge probing benchmark dataset based on the UMLS knowledge graph.",No
797,172-ARR,172-ARR_v1_review1_3@22,"That's why I gave this paper a score of 3.5.
",No
798,59-ARR,59-ARR_v1_review4_2@0,summary_of_strengths.,No
799,170-ARR,170-ARR_v1_review1_1@8,Nearly all of the concerns I and other reviewers raised were addressed.,No
800,170-ARR,170-ARR_v1_review1_4@0,"comments,_suggestions_and_typos.",No
801,7-697,7-697_v1_report34685_3@0,"Another interesting question is the correlation of the variety of TMD symptoms in relation to specific malocclusions, whether dental or skeletal.",No
802,7-229,7-229_v1_report32057_2@1,It seems that the theoretical concepts of resilience/ resistance are the actual working concepts behind this paper that would make the results better contextualized.,No
803,2-173,2-173_v1_report1566_1@0,This paper addresses mechanisms of glucocorticoid metabolism in various cell lines and primary lung cells in vitro.,No
804,169-ARR,169-ARR_v1_review1_2@0,summary_of_strengths.,No
805,86-ARR,86-ARR_v1_review2_1@8,The explanation is scored against the gold-standard human-provided evaluation results in e-SNLI and CoS-E datasets.,No
806,10-ARR,10-ARR_v1_review1_5@0,ethical_concerns.,No
807,59-ARR,59-ARR_v1_review2_1@1,This paper presents a carefully curated biomedical probing benchmark - MedLAMA.,No
808,110-ARR,110-ARR_v1_review1_4@0,"comments,_suggestions_and_typos.",No
809,157-ARR,157-ARR_v1_review2_4@2,2. The performance difference between the clusters in Figure 4,No
810,30-ARR,30-ARR_v1_review2_1@1,The paper presents a rational-centric framework with human-in-the-loop to boost model out-of-distribution performance in few-shot learning scenarios.,No
811,7-1235,7-1235_v1_report37844_5@0,Yes,No
812,192-ARR,192-ARR_v1_review3_1@6,Then a Teacher Student Distillation model is simultaneously trained with both teachers’ soft labels to improve the representation for the target language.,No
813,14-ARR,14-ARR_v1_review1_3@10,"Namely, provided that Vrank also has error, the best possible automatic protocol would include only Vrank or be complemented with other metrics?",No
814,170-ARR,170-ARR_v1_review1_1@0,paper_summary.,No
815,59-ARR,59-ARR_v1_review3_1@1,"The paper presents a new benchmark for Pre-trained Language Model (PLM) knowledge probing in the biomedical domain called MedLAMA and a new probing approach called Contrastive-Probe.
",No
816,156-ARR,156-ARR_v1_review1_2@0,summary_of_strengths.,No
817,86-ARR,86-ARR_v1_review1_4@5,See (1) under Weaknesses for some notation inconsistencies that can be improved as well.,No
818,14-ARR,14-ARR_v1_review2_1@5,"First of all, human references are not always the best reference: 38% of the machine-generated stories are actually better than human-generated ones.",No
819,14-ARR,14-ARR_v1_review2_3@0,summary_of_weaknesses.,No
820,2-180,2-180_v1_report1747_5@2,This reviewer cannot demonstrate that this possibility is more likely than any of the others already mentioned in the manuscript.,No
821,192-ARR,192-ARR_v1_review2_3@3,"[1] Ri R, Yamada I, Tsuruoka Y. mLUKE: The Power of Entity Representations in Multilingual Pretrained Language Models[J].",No
822,2-155,2-155_v1_report1506_9@1,"Because there seems to be a large number of brands sampled, this further adds to the total number of farms that were likely to be sampled.",No
823,25-ARR,25-ARR_v1_review1_4@16,"arXiv preprint arXiv:1909.10122. 
",No
824,23-ARR,23-ARR_v1_review1_2@3,The existing SQUALL has been repartitioned considering column operations such as field accessors or arithmetic operations.,No
825,7-407,7-407_v1_report32577_1@0,Introduction,No
826,157-ARR,157-ARR_v1_review1_2@1,"In comparison with the previous version, the authors successfully improved the paper. 
",No
827,1-12,1-12_v1_report345_3@0,The review then draws on previously published models for vesicular trafficking in P. falciparum and autophagy-related processes to propose pathways for the de-PEXELed protein on the outer ER leaflet to reach the host cell.,No
828,7-229,7-229_v1_report31795_5@8,The 48 hours were continuous?,No
829,59-ARR,59-ARR_v1_review3_1@9,The authors start by encoding the prompt and the available entities (extracted from UMLS).,No
830,25-ARR,25-ARR_v1_review1_4@11,""" Twenty years of confusion in human evaluation: NLG needs evaluation sheets and standardised definitions.""",No
831,25-ARR,25-ARR_v1_review1_4@19,"In Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems (pp. 1-13). 
",No
832,14-ARR,14-ARR_v1_review3_4@1,Overall: the authors make a compelling case that current generation evaluation metrics perform poorly for ranking the quality of visual story generation.,No
833,59-ARR,59-ARR_v1_review2_1@7,The proposed method improves ACC@1 and ACC@10 on MedLAMA to 7%/27%.,No
834,30-ARR,30-ARR_v1_review2_2@0,summary_of_strengths.,No
835,23-ARR,23-ARR_v1_review2_3@3,They design a new dataset which is a different train/test split of an existing dataset SQUALL.,No
836,7-1641,7-1641_v1_report40329_11@2,"Transparency of use of data is needed at all levels, participants, researchers and funders.",No
837,21-ARR,21-ARR_v1_review1_2@2,"- The proposed method achieves SOTA performance on a large number of tasks in NLP, in distilling BERT.
",No
838,19-ARR,19-ARR_v1_review1_4@0,"comments,_suggestions_and_typos.",No
839,170-ARR,170-ARR_v1_review1_1@6,"I have carefully reviewed the new version paper, the response, the previous paper, and the review.",No
840,192-ARR,192-ARR_v1_review4_3@4,"If so, this means that the mBART teacher model is able to conduct NER task in the target language.",No
841,14-ARR,14-ARR_v1_review2_1@11,The results of the evaluation show that Vrank has better performance than model-based and n-gram based evaluation methods.,No
842,7-1306,7-1306_v1_report37288_8@0,Partly,No
843,192-ARR,192-ARR_v1_review3_1@8,The experiments are conducted on three datasets and six low-resource languages.,No
844,7-407,7-407_v1_report32577_22@0,Results,No
845,30-ARR,30-ARR_v1_review1_1@5,The authors compare with CAD and show better in-domain and OOD performance.,No
846,169-ARR,169-ARR_v1_review2_1@1,"This paper focuses on using bandit learning to learn from user feedback for Extractive QA (EQA), the binary supervisory signals from user feedback serve as rewards pushing QA systems to evolve.",No
847,7-407,7-407_v1_report35197_2@0,This is a controversial topic and careful consideration of objections is needed in a meta-analysis.,No
848,172-ARR,172-ARR_v1_review1_3@17,-**Re.,No
849,7-407,7-407_v1_report32577_28@0,Discussion,No
850,192-ARR,192-ARR_v1_review1_1@2,An entity similarity evaluator is proposed to help NER as an auxiliary task.,No
851,172-ARR,172-ARR_v1_review1_2@1,"- The idea behind the paper is intuitive and straightforward.
",No
852,86-ARR,86-ARR_v1_review1_4@0,"comments,_suggestions_and_typos. - In Section 2.1, the Transformer model is declared to have been established as the dominant approach for test generation.",No
853,1-21,1-21_v1_report458_1@2,"There is precedent in other bacterial systems, but I do not know whether this provides an alternative explanation in the current study.",No
854,1-12,1-12_v1_report345_1@0,This is a very thought provoking review on protein export in the malaria parasite Plasmodium falciparum .,No
855,172-ARR,172-ARR_v1_review1_3@18,To Reviewer2.3**: Sorry for the confusion.,No
856,170-ARR,170-ARR_v1_review1_1@5,"The experimental results demonstrate the effectiveness, interpretability and robustness of the proposed VGNMN.
",No
857,172-ARR,172-ARR_v1_review1_2@2,"-The results are a little surprising to me and they look good.
",No
858,7-407,7-407_v1_report35197_4@0,"As for the first criticism, discussion of physical plausibility is beyond the scope of this meta-analysis and is left to the discretion of the authors.",No
859,3-189,3-189_v1_report5786_4@1,If they are estimating maturity based on length this could affect estimates.,No
860,25-ARR,25-ARR_v1_review1_1@3,The proposed experiment design focuses on asking a crowd worker to carry out a live conversation with a randomly selected model and is asked to evaluate the model through a Likert scale and continuous scale on 7 evaluation measures.,No
861,10-ARR,10-ARR_v1_review3_1@0,paper_summary.,No
862,7-1030,7-1030_v1_report36742_11@1,The way the sentence is phrased implies that it is a systematic review.,No
863,192-ARR,192-ARR_v1_review4_3@0,summary_of_weaknesses.,No
864,39-ARR,39-ARR_v1_review1_1@1,This paper deals with the Cross-Lingual Event Detection (CLED) task where only source language data is available for training but the model is then tested on a target language.,No
865,1-12,1-12_v1_report343_2@2,Another major feature of this model is that exported soluble and membrane proteins are transported from the parasite plasma membrane to the parasitophorous vacuole via membrane vesicles.,No
866,19-ARR,19-ARR_v1_review2_4@0,"comments,_suggestions_and_typos.",No
867,86-ARR,86-ARR_v1_review2_1@6,"Therefore, the explanation and prediction are using largely the same parameters, and gradient updates would influence both the explanation and prediction.
",No
868,7-1641,7-1641_v1_report40329_3@0,The third paragraph could do with some revisions especially the first sentence.,No
869,7-1641,7-1641_v1_report40330_11@1,"Also, for certain data there needs to be time to clean and collapse the data to ensure participant privacy before it can be made publicly available.",No
870,59-ARR,59-ARR_v1_review3_1@0,paper_summary.,No
871,152-ARR,152-ARR_v1_review1_2@1,"1. The proposed method is interesting, and shows improved performance on a wide range of datasets.     ",No
872,7-229,7-229_v1_report32057_6@3,From that you picked 20 minutes at a set time.,No
873,10-ARR,10-ARR_v1_review1_3@0,summary_of_weaknesses.,No
874,21-ARR,21-ARR_v1_review1_1@2,"The paper's main aim is to address two drawbacks of existing knowledge distillation methods: (1) teacher being unaware of the capacity of the student, and (2) teacher not optimised for distillation.
",No
875,7-704,7-704_v1_report34789_6@0,2. Brainstem is segmented as cerebellar white/grey matter.,No
876,1-12,1-12_v1_report343_2@1,"In particular, a compelling case is made for key processing and transport steps in Plasmodium protein export occurring on the cytoplasmic leaflet of the ER and transport vesicles based on the known topology of phosphatidylinositol-3-phosphate and protein N-acetylation reactions, both of which have been shown to be involved in plasmodium protein export.",No
877,7-704,7-704_v1_report34789_1@2,This data note presents a collection of 38 individual head models (both healthy and patients) that can be used for characterisation of variability in the electric fields.,No
878,157-ARR,157-ARR_v1_review1_2@0,summary_of_strengths.,No
879,23-ARR,23-ARR_v1_review2_3@4,"The other synthetic benchmark paper proposed is based on a single question template, ""What was <column> in <year>?"".
",No
880,7-1641,7-1641_v1_report40329_6@1,"Understanding why and how the data were collected, analysed and interpreted is important when reviewing secondary data.",No
881,7-1235,7-1235_v1_report38311_3@0,"2. The web interface indicates that the TCPA data included with the package were downloaded on 2017/11/10, but the current TCPA release (4.2) was made available on 2018/07/18.",No
882,2-238,2-238_v1_report4016_7@0,Minor points:,No
883,7-1306,7-1306_v1_report40612_12@0,This will need to be a living document to be useful.,No
884,7-1030,7-1030_v1_report37261_9@1,"- Pool proposals based on their mean score into buckets, rounding to the nearest integer. Fund all proposals with a mean of 1 (1.0-1.49, n=45), then from the bucket with a mean of 2 (1.5-2.49, n=114) rank proposals based on their standard deviation and fund until funding runs out.",No
885,10-ARR,10-ARR_v1_review1_3@2,"However, I understand that the authors made the best they could to provide some evaluation based on standard and community accepted metrics and that there are no standard metrics for the task.",No
886,110-ARR,110-ARR_v1_review1_1@15,"For the SAR task, fine-tuning improved the results significantly.  ",No
887,7-697,7-697_v1_report34685_3@4,"It is worth exploring the potential links of dentoskeletal malocclusions not only to TMD as an all-encompassing diagnosis, but to the different symptoms comprising the diagnosis of TMD.",No
888,23-ARR,23-ARR_v1_review2_2@1,"1. Paper shows the weakness of two SOTA Text-to-SQL parsers in handling column operations by providing two benchmark datasets.
",No
889,7-704,7-704_v1_report34789_2@2,The approach is state of art.,No
890,1-12,1-12_v1_report344_1@0,This is a very interesting and compelling article.,No
891,7-704,7-704_v1_report37428_7@1,"In SimNIBS 2.1, “headreco” calls SPM12 to segment all the head tissues, and “mri2mesh” uses FreeSurfer to segment gray and white matter, and FSL to segment non-brain tissues.",No
892,59-ARR,59-ARR_v1_review3_1@11,"One of the advantage of this approach is the possibility to easily include answers with multiple tokens.
",No
893,39-ARR,39-ARR_v1_review1_5@0,ethical_concerns.,No
894,7-407,7-407_v1_report35197_7@4,"Additionally, a researcher could select different bandpass filters to use or even which section of the head is included in the analysis.",No
895,39-ARR,39-ARR_v1_review1_3@19,"Furthermore, what is the runtime for solving the entropic regularized discrete OT problem, and the runtime for OT sample selection?
",No
896,1-12,1-12_v1_report345_11@2,"Or, at least as a formal possibility, can it be entirely excluded that the observed N-acetylation of processed PEXEL proteins is non-physiological and occurs during affinity purification of these proteins from parasite extracts?",No
897,86-ARR,86-ARR_v1_review1_3@0,summary_of_weaknesses.,No
898,7-1306,7-1306_v1_report37288_2@4,Steps for analysis leveraged from that tutorial seem reasonable and visualizations (excluding one comment below) seem to match what you would see in publications.,No
899,166-ARR,166-ARR_v1_review1_1@0,paper_summary.,No
900,7-407,7-407_v1_report35197_5@0,"Though file-drawer effects are frequently cited as a serious concern, the results section adequately discusses this issue.",No
901,1-21,1-21_v1_report457_5@2,It seems that phage binding to receptors could alter their function and thus those bacterial cells with bound inactivated phages could be smaller due to decreased uptake of resources.,No
902,25-ARR,25-ARR_v1_review1_4@3,"Questions: 1. In table 1, is there any particular reason for the reduction in pass rate % from free run 1 and free run2? 
",No
903,86-ARR,86-ARR_v1_review1_1@0,paper_summary.,No
904,1-21,1-21_v1_report457_4@0,I have a few additional points of clarification that I think would help readers fully understand the results.,No
905,7-1030,7-1030_v1_report36742_10@5,"In terms of bibliometrics. Thus, there is a body of evidence on this topic, though we didn't systematically review it in detail.",No
906,192-ARR,192-ARR_v1_review3_1@2,"This framework consists of two teacher training models as two tasks, i.e., Entity recognizer teacher and similarity evaluator teacher for entity recognition and token type identification, respectively in the source language.",No
907,10-ARR,10-ARR_v1_review2_2@0,summary_of_strengths.,No
908,86-ARR,86-ARR_v1_review2_3@13,"Again, sometimes L, E are italicized (line 296) and sometimes not (line 302).",No
909,59-ARR,59-ARR_v1_review2_2@4,"-The paper proposes a simple method to make PLMs more suitable for retrieval probing, hence improving the probing results.",No
910,110-ARR,110-ARR_v1_review1_1@3,"Some solutions for improving handling negation were presented before, here the authors looked also into another semantics related task – synonyms and antonyms detection.",No
911,192-ARR,192-ARR_v1_review3_1@0,paper_summary.,No
912,192-ARR,192-ARR_v1_review4_3@2,The teacher model is only trained on the source language.,No
913,25-ARR,25-ARR_v1_review1_1@6,"The degradation is introduced by random sampling from training dialogues and distortion of meanings.
",No
914,7-1030,7-1030_v1_report36742_2@0,1. The primary outcome measure is the citation counts from publications associated with the successful application.,No
915,114-ARR,114-ARR_v1_review1_4@0,"comments,_suggestions_and_typos.",No
916,7-229,7-229_v1_report32057_3@5,"Thus, some of your birds within the sampling radius were probably past 50 metres and some birds outside 50 were likely excluded.",No
917,2-180,2-180_v1_report1747_2@0,GENERAL POINTS,No
918,110-ARR,110-ARR_v1_review1_3@0,summary_of_weaknesses.,No
919,30-ARR,30-ARR_v1_review1_1@4,2) ask human annotators to identify false rationales (use synonym replacement for the false span) and missing rationales (extract a subsequence) to generate as the new examples.,No
920,14-ARR,14-ARR_v1_review2_1@0,paper_summary.,No
921,7-1306,7-1306_v1_report40612_11@0,"Single-cell sequencing analysis is evolving, and it is essential that we get the most sound methods in the hands of practitioners.",No
922,192-ARR,192-ARR_v1_review3_3@2,Paper reported a concrete example in lines 70-85.,No
923,7-229,7-229_v1_report31795_5@4,You established four sites in each habitat.,No
924,156-ARR,156-ARR_v1_review1_1@1,"This paper proposes a new pre-trained variational encoder-decoder dialog model which has continuous latent variables to deal with the one-to-many mapping problem in dialogue response generation. 
",No
