doc_name,node_ix_src,text_src,edits,edits_count
19-ARR,19-ARR_edit_summary_7@0,"Authors updated the publication year in the ""Human Evaluation"".",19-ARR_v2_40@3===19-ARR_v1_41@3,1
19-ARR,19-ARR_edit_summary_8@0,"Two Publication year updates were made in the ""Tasks"".",19-ARR_v2_48@5===19-ARR_v1_51@5;19-ARR_v2_49@3===19-ARR_v1_52@3,2
19-ARR,19-ARR_edit_summary_8@1,"In the ""Mixed-Effects Models"" previous change was repeated.",19-ARR_v2_51@4===19-ARR_v1_54@4,1
19-ARR,19-ARR_edit_summary_8@2,Two fact sentences were added to explain why authors do not include a concatenation of author-written higlights to the refernce set.,19-ARR_v2_52@0===nan;19-ARR_v2_52@1===nan,2
19-ARR,19-ARR_edit_summary_9@0,"In the ""Results and Analysis"" authors deleted the factual statement about the outperformance of the ensemble metric.",nan===19-ARR_v1_56@10,1
19-ARR,19-ARR_edit_summary_9@1,Authors made some grammar changes of the plural forms.,19-ARR_v2_55@12===19-ARR_v1_57@9,1
19-ARR,19-ARR_edit_summary_9@2,Small clarity change was made as authors deleted the brackets.,19-ARR_v2_55@15===19-ARR_v1_63@0,1
19-ARR,19-ARR_edit_summary_10@0,"Authors deleted their claim about future work in the ""Related and Future work"" section.",nan===19-ARR_v1_65@7,1
19-ARR,19-ARR_edit_summary_10@1,They deleted the claim and fact statements about the particular aspects of the generation models.,nan===19-ARR_v1_66@1;nan===19-ARR_v1_66@2,2
19-ARR,19-ARR_edit_summary_10@2,After that they added a citation.,19-ARR_v2_57@7===19-ARR_v1_66@3,1
19-ARR,19-ARR_edit_summary_11@0,In the Conclusion authors made a fact change (established -> established and released).,19-ARR_v2_59@1===19-ARR_v1_68@1,1
19-ARR,19-ARR_edit_summary_11@1,Also authors deleted a paragraph with three claim sentences where they discussed the role of the metrics in the ablation studies.,nan===19-ARR_v1_75@0;nan===19-ARR_v1_75@1;nan===19-ARR_v1_75@2,3
19-ARR,19-ARR_edit_summary_11@2,Then they added claim sentence pointing out the papers that they have examined and also two sentences with the information from the third parties on this theme.,19-ARR_v2_63@5===nan;19-ARR_v2_63@6===nan;19-ARR_v2_63@7===nan,3
19-ARR,19-ARR_edit_summary_11@3,They added fact sentence describing the score column.,19-ARR_v2_63@9===nan,1
19-ARR,19-ARR_edit_summary_11@4,Another fact statement was added with the descriprion of the used models.,19-ARR_v2_66@1===nan,1
19-ARR,19-ARR_edit_summary_11@5,Authors added three sentences describing the Tables 12 and 13. And then added the claim sentence their findings hold independent of the design choice.,19-ARR_v2_67@0===nan;19-ARR_v2_67@1===nan;19-ARR_v2_67@2===nan;19-ARR_v2_6@0===19-ARR_v1_6@0,4
7-1641,7-1641_edit_summary_1@0,"The first sentence of the Introduction part is splitted into two sentences, one for clarity about the “Policies that require the sharing of health research data” and a claim on the low quality and volume of the shared health research data.",7-1641_v2_6@0===7-1641_v1_6@0;7-1641_v2_6@1===7-1641_v1_6@0,2
7-1641,7-1641_edit_summary_1@1,"The second sentence is a claim modified by adding ethical, legal and technical issues to the cultural reluctance among researchers regarding sharing their data.",7-1641_v2_6@2===7-1641_v1_6@1,1
7-1641,7-1641_edit_summary_1@2,Next sentence has a minor clarity change by altering the word “concern” to “reluctance”.,7-1641_v2_6@3===7-1641_v1_6@2,1
7-1641,7-1641_edit_summary_1@3,The last sentence of the introduction section is a fact modification with addition of the” Welcome Trust and TDR” as exercises for supporting data sharing initiatives that the authors are drawing on in this paper.,7-1641_v2_6@4===7-1641_v1_6@3,1
7-1641,7-1641_edit_summary_2@0,"Next, the title of the “A decade of progress?” section is modified to “A decade of data sharing policies but little progress?”, and the first sentence has a fact change regarding the aim of a group of research funding organizations´ publishing a joint statement on sharing health research data.",7-1641_v2_7@0===7-1641_v1_7@0;7-1641_v2_8@0===7-1641_v1_8@0,2
7-1641,7-1641_edit_summary_3@0,“The findings of two surveys and a workshop” part starts with a clarity change in the first sentence by omitting “Wellcome and TDR”. The second sentence is a fact modified by deleting “organizations with experience of sharing and using shared data” from its end.,7-1641_v2_14@0===7-1641_v1_14@0;7-1641_v2_14@1===7-1641_v1_14@1,2
7-1641,7-1641_edit_summary_3@1,The third sentence is changed by elaborating on what open access repositories are published from the mentioned commissioned studies.,7-1641_v2_15@0===7-1641_v1_14@2,1
7-1641,7-1641_edit_summary_3@2,"The second sentence of the second paragraph, which is about the first survey, is modified by a minor clarification and the third sentence is a fact modification by deleting two citations.",7-1641_v2_16@1===7-1641_v1_15@1;7-1641_v2_16@2===7-1641_v1_15@2,2
7-1641,7-1641_edit_summary_3@3,"Then, right after, there are two fact sentences added about the data and results published regarding the first survey with adding the two citations that were omitted from the previous sentence  and also about why the authors have chosen the year 2003 as the start date for the review.",7-1641_v2_16@3===nan;7-1641_v2_16@4===nan,2
7-1641,7-1641_edit_summary_3@4,There is another fact change in the first sentence of the third paragraph about the second survey.,7-1641_v2_17@0===7-1641_v1_16@0,1
7-1641,7-1641_edit_summary_3@5,The fourth paragraph also contains a fact modification regarding a third report and omitting its citation.,7-1641_v2_18@0===7-1641_v1_17@0,1
7-1641,7-1641_edit_summary_4@0,"Further, the title of the “What does this tell us?” section is changed to “Summary of the findings” for more clarity.",7-1641_v2_19@0===7-1641_v1_19@0,1
7-1641,7-1641_edit_summary_4@1,And the third sentence of the first paragraph is fact modified by adding “(207 of 319)” to show what 65% refers to.,7-1641_v2_20@2===7-1641_v1_20@2,1
7-1641,7-1641_edit_summary_5@0,"Then, the title of the part “What are the next steps: the role for funders in support of data sharing” is modified to “Conclusion: what are the next steps for the role for funders in support of data sharing”.",7-1641_v2_25@0===7-1641_v1_25@0,1
7-1641,7-1641_edit_summary_5@1,There is also a change in the third sentence of the first paragraph which is a claim about the limited guidance offered by the funders. And two claim sentences are added after the second sentence in the third paragraph about “case studies that describe clearly the public health benefit being” a few and a suggestion regarding funders making sure of “better monitoring of the implementation of their policies”.,7-1641_v2_26@2===7-1641_v1_26@2;7-1641_v2_28@2===nan;7-1641_v2_28@3===nan,3
7-1641,7-1641_edit_summary_5@2,There is also a claim sentence about the “support for new mechanisms to publish data and papers rapidly during an emergency” added after the second sentence of the fourth paragraph.,7-1641_v2_29@3===nan,1
7-1641,7-1641_edit_summary_5@3,"As well, another claim is added to the end of the fifth paragraph about the need of a sustainable support for appropriate governance mechanisms in order to host the research data.",7-1641_v2_31@3===nan,1
7-1641,7-1641_edit_summary_5@4,In the first and the third sentence of the sixth paragraph there is a change for clarity with omitting “For example” from the beginning of the first sentence and a little bit of reordering it. And the second sentence of the last paragraph is a claim being modified by adding “political” and “legal” to the issues that need to be considered.,7-1641_v2_32@0===7-1641_v1_31@0;7-1641_v2_32@2===7-1641_v1_31@2;7-1641_v2_33@1===7-1641_v1_32@1,3
7-1641,7-1641_edit_summary_6@0,"Finally, the sentence under the title Data Availability section, is a fact change from “No data are associated with this article.” to “All data associated with this article are referenced and available as open access under a Creative Commons licence (CC BY).”",7-1641_v2_35@0===7-1641_v1_34@0,1
2-155,2-155_edit_summary_1@0,The first change that was made is the grammar correction according to the convention.,2-155_v2_2@1===2-155_v1_2@1,1
2-155,2-155_edit_summary_1@1,"In the ""Methods"" section factual sentence was added about the collection of the samples of each brand.",2-155_v2_9@2===nan,1
2-155,2-155_edit_summary_1@2,Also punctuation correction was made in this section.,2-155_v2_12@3===2-155_v1_12@3,1
2-155,2-155_edit_summary_2@0,"In the ""Results"" authors added the fact&evidence sentence concerning the strains resistance to the antibiotics for different types of samples.",2-155_v2_19@4===nan,1
2-155,2-155_edit_summary_2@1,"Then researchers made several fact/evidence changes, where they updated references, and also they reformulated one sentence for the better understanding of the text without significant meaning change.",2-155_v2_29@0===2-155_v1_29@0;2-155_v2_29@1===nan;2-155_v2_29@2===nan;2-155_v2_29@3===2-155_v1_29@1;2-155_v2_35@2===2-155_v1_35@2,5
2-155,2-155_edit_summary_3@0,Two factual sentences with the infromation from the third parties about the usage of the antibiotics were added as well as the addition of two claim statements exaplaining potential effect of the brands onto antibiotic resistance.,2-155_v2_30@0===nan,1
7-407,7-407_edit_summary_1@0,The title of the paper was changed from Predictive physiological anticipation preceding to predictive physiological anticipatory activity preceding.,7-407_v2_0@0===7-407_v1_0@0,1
7-407,7-407_edit_summary_1@1,"In the abstract, Copas model was changed to Copas selection model to simplify the meaning.",7-407_v2_7@0===7-407_v1_4@2,1
7-407,7-407_edit_summary_2@0,"In the introduction section, citation of Mossbridge & Radin was added.",7-407_v2_10@3===7-407_v1_7@3,1
7-407,7-407_edit_summary_2@1,"Further, a claim was updated about the physiological changes in the body before the stimulus.",7-407_v2_10@7===7-407_v1_7@7,1
7-407,7-407_edit_summary_2@2,"Next, a convention was changed in two places by adding a dot after a citation i.e. Mossbridge et al .,.",7-407_v2_11@1===7-407_v1_8@1;7-407_v2_12@0===7-407_v1_9@0,2
7-407,7-407_edit_summary_2@3,Difference between arousing and neutral pre-stimulus responses was combined into difference between the pre-stimulus categories for simplification.,7-407_v2_11@4===7-407_v1_8@4,1
7-407,7-407_edit_summary_2@4,"Next, a claim about expectancy effects was changed.",7-407_v2_12@3===7-407_v1_9@3,1
7-407,7-407_edit_summary_2@5,Second objective was changed into another objective in this next edit.,7-407_v2_12@6===7-407_v1_9@6,1
7-407,7-407_edit_summary_2@6,Increasing evidence of presentiment research was deleted.,nan===7-407_v1_9@8,1
7-407,7-407_edit_summary_3@0,"In the methods section, abbreviation PRISMA was added.",7-407_v2_14@0===7-407_v1_11@0,1
7-407,7-407_edit_summary_4@0,"In the study eligibility criteria, a typo was corrected (were to where), the same edit was also carried out in the study selection section.",7-407_v2_17@0===7-407_v1_14@0;7-407_v2_24@0===7-407_v1_21@0,2
7-407,7-407_edit_summary_4@1,"Next, differently was replaced with in addition.",7-407_v2_17@1===7-407_v1_14@1,1
7-407,7-407_edit_summary_4@2,Factual information about Mossbridge using heart rate variability without recording the post-stimulus physiological activity was updated.,7-407_v2_17@2===7-407_v1_14@2,1
7-407,7-407_edit_summary_5@0,"In studies retrieval procedure, the first edit was change of the word investigations to research whereas the second edit was updating the month and date until when the completed studies were searched.",7-407_v2_19@1===7-407_v1_16@1;7-407_v2_19@3===7-407_v1_16@3,2
7-407,7-407_edit_summary_6@0,"In the section coding procedure, number of papers was updated from 18 to 19.",7-407_v2_29@1===7-407_v1_26@1,1
7-407,7-407_edit_summary_7@0,"In Statistical method, the citation Assink & Wibbelink was taken out of the brackets to simplify the sentence.",7-407_v2_36@0===7-407_v1_33@0,1
7-407,7-407_edit_summary_7@1,"Next, the article for Bayesian meta-analysis was changed from the to a. At the end of this section, factual information about reduction of publication bias was deleted.",7-407_v2_37@0===7-407_v1_34@0;nan===7-407_v1_36@0,2
7-407,7-407_edit_summary_8@0,"Under the sub-section frequentist multilevel random model, the Mossbridge study was updated with the new Mossbridge study.",7-407_v2_52@0===7-407_v1_50@0,1
7-407,7-407_edit_summary_8@1,"Next, the main effect of .29 was changed to .28.",7-407_v2_55@0===7-407_v1_53@0,1
7-407,7-407_edit_summary_9@0,"In publication bias, a claim about publication bias being absent in the present study was deleted.",nan===7-407_v1_55@0,1
7-407,7-407_edit_summary_9@1,And a claim was added about the comprehensive literature review reducing the publication bias was added.,7-407_v2_63@0===nan,1
7-407,7-407_edit_summary_9@2,Following that a fact about adding a statistical estimation of publication bias was added.,7-407_v2_63@1===nan,1
7-407,7-407_edit_summary_9@3,"Next, a claim about three-parameters selection model to test publication bias was also added.",7-407_v2_65@1===nan,1
7-407,7-407_edit_summary_9@4,And a conjunction (anyway) was added at the beginning of the sentence.,7-407_v2_65@2===7-407_v1_57@1,1
7-407,7-407_edit_summary_10@0,A new section was added called Preregistered vs no-preregistered studies.,7-407_v2_56@0===nan,1
7-407,7-407_edit_summary_10@1,"In this section, firstly, an evidence was added about assessing the impact of questionable research practices and then a claim about what preregistered studies must do was added.",7-407_v2_57@0===nan;7-407_v2_57@1===nan,2
7-407,7-407_edit_summary_10@2,"Further, two facts were added about the database and what could be compared followed by the results being presented in the table.",7-407_v2_58@0===nan;7-407_v2_58@1===nan,2
7-407,7-407_edit_summary_10@3,Finally another fact about the effect size point was added.,7-407_v2_61@0===nan,1
7-407,7-407_edit_summary_11@0,"In the discussion section, the period of meta-analysis related to PAA was updated.",7-407_v2_69@0===7-407_v1_62@0,1
7-407,7-407_edit_summary_11@1,And total number of studies found describing the effect sizes were updated.,7-407_v2_69@1===7-407_v1_62@1,1
7-407,7-407_edit_summary_11@2,"Towards the end, information about the confidence interval was added.",7-407_v2_72@0===7-407_v1_65@0,1
7-407,7-407_edit_summary_11@3,Three claims were deleted where the first claim was about an interesting evidence of presentiment; the second was about the work of Kittenis and the third was development of paradigms that use software.,nan===7-407_v1_66@0;nan===7-407_v1_66@1;nan===7-407_v1_67@0,3
7-407,7-407_edit_summary_12@0,The first edit in the section conclusion was addition of activity after physiological anticipatory.,7-407_v2_74@0===7-407_v1_69@0,1
7-407,7-407_edit_summary_12@1,A fact about physiological anticipatory activity being considered among the more reliable phenomena was added.,7-407_v2_74@1===nan,1
7-407,7-407_edit_summary_12@2,Following that a claim was updated by deleting information about non pre-registered studies that could not be controlled.,7-407_v2_75@0===7-407_v1_70@0,1
7-407,7-407_edit_summary_12@3,"Next, preregistered studies was changed to all preregistered studies.",7-407_v2_75@1===7-407_v1_71@0,1
7-407,7-407_edit_summary_12@4,"At the end of this section, two claims were added; first one was about achieving high degree of correct classification where second one was about the experiments of Mossbridge, Baumgart et al. and Jolij & Bierman being promising examples.",7-407_v2_77@0===nan;7-407_v2_77@1===nan,2
7-407,7-407_edit_summary_13@0,"In the data availability section, factual information about data associated with the article being available under the terms of CC0 1.0 was added.",7-407_v2_80@0===nan,1
2-147,2-147_edit_summary_1@0,"In the Tissues section, two sentences were modified to add the facts that veterinary practices were also sources of tissues and the animals were euthanized in accordance with the Veterinary Surgeons Act.",2-147_v2_11@2===2-147_v1_11@1;2-147_v2_11@3===2-147_v1_11@2,2
2-147,2-147_edit_summary_1@1,Another fact was added regarding the approval for the use of clinical materials.,2-147_v2_11@4===nan,1
2-147,2-147_edit_summary_2@0,The Experimental design - monolayer cultures section has added facts about curcumin not being used to pretreat the cells and being added simultaneously to the cultures.,2-147_v2_15@7===nan;2-147_v2_15@8===nan,2
2-147,2-147_edit_summary_3@0,"The Cytotoxicity assays, DMMB assays and Western blot analysis of MMP-3 release sections have small grammar changes.",2-147_v2_17@6===2-147_v1_17@6;2-147_v2_26@1===2-147_v1_26@1;2-147_v2_30@6===2-147_v1_30@6,3
2-147,2-147_edit_summary_3@1,There is also a grammar change in the Discussion.,2-147_v2_66@0===2-147_v1_66@0,1
166-ARR,166-ARR_edit_summary_1@0,"In the introduction section, a clarity change was made where a different connecting word was used.",166-ARR_v2_13@2===166-ARR_v1_13@2,1
166-ARR,166-ARR_edit_summary_1@1,A typo with ranker was corrected.,166-ARR_v2_13@4===166-ARR_v1_13@4,1
166-ARR,166-ARR_edit_summary_1@2,"Following that, a grammar change from initialised to initial was made. And at the end of this section, a sentence was re-written with to summarise at the beginning.",166-ARR_v2_15@2===166-ARR_v1_15@2;166-ARR_v2_16@0===166-ARR_v1_16@0,2
166-ARR,166-ARR_edit_summary_2@0,"In the section related-work, claim about the Pinecone managing service 2 and a fact about the methodology of the paper was added.",166-ARR_v2_20@1===166-ARR_v1_20@1;166-ARR_v2_20@2===nan,2
166-ARR,166-ARR_edit_summary_3@0,Two sentences were deleted in the Dimensionality reduction section; the first one was the explanation of the input and the side information for the researchâ€™s use where the second was the evidence about the resulting dimensional encoded vector.,nan===166-ARR_v1_37@1;nan===166-ARR_v1_37@2,2
166-ARR,166-ARR_edit_summary_4@0,"Under the section quantization, the fact about the study following DRIVE approach has been changed to a similar approach called EDEN quantization.",166-ARR_v2_38@0===166-ARR_v1_40@0,1
166-ARR,166-ARR_edit_summary_4@1,"Similar changes were also made once in end to end latency evaluation section, and once in additional measurement section.",166-ARR_v2_59@2===166-ARR_v1_63@5;166-ARR_v2_71@2===166-ARR_v1_73@2,2
166-ARR,166-ARR_edit_summary_5@0,"In the section tasks and dataset, the first change was a clarity change where unlike the above was replaced with unlike MSMARCO-DEV and many passages was changed to multiple passages.",166-ARR_v2_45@2===166-ARR_v1_47@2,1
166-ARR,166-ARR_edit_summary_5@1,"Following that, another sentence was merged into the same sentence where the subject of the old sentence was removed and verb was changed into a gerund.",166-ARR_v2_45@2===166-ARR_v1_47@3,1
166-ARR,166-ARR_edit_summary_5@2,Two facts were added in this section; first being information about CAR and how it maps from articles and second was how automatic by-article annotations variant is used.,166-ARR_v2_45@5===nan;166-ARR_v2_45@6===nan,2
166-ARR,166-ARR_edit_summary_5@3,The final edit in this section was a clarity change where bigger challenge was replaced with significant challenge.,166-ARR_v2_45@7===166-ARR_v1_48@0,1
166-ARR,166-ARR_edit_summary_6@0,A fact change was administered in the Baseline-Bert split section where pre-trained weights 2 was changed to pre-trained weights 4.,166-ARR_v2_48@2===166-ARR_v1_51@2,1
166-ARR,166-ARR_edit_summary_7@0,"In the SDR configuration and training, a typo was corrected from it to in.",166-ARR_v2_51@0===166-ARR_v1_54@0;166-ARR_v2_54@0===166-ARR_v1_57@0,2
166-ARR,166-ARR_edit_summary_8@0,"In the title of this section, evaluation was changed to evaluation results.",,0
166-ARR,166-ARR_edit_summary_8@1,In the same section a face was deleted about the checkpoints being released with the published paper.,nan===166-ARR_v1_59@0,1
166-ARR,166-ARR_edit_summary_9@0,Additional information about Distilbert model being full interaction architecture was added in the end to end latency evaluation section.,166-ARR_v2_57@1===166-ARR_v1_62@0,1
166-ARR,166-ARR_edit_summary_10@0,Information about measuring the error rate for different input vectors was deleted in the additional measurement section.,166-ARR_v2_73@0===166-ARR_v1_75@0,1
166-ARR,166-ARR_edit_summary_10@1,Then information retrieval was abbreviated as IR in the following edit.,166-ARR_v2_74@0===166-ARR_v1_76@0,1
166-ARR,166-ARR_edit_summary_10@2,"In the same section, a clarity change with the choice of words from has a better focus to can better focus was made.",166-ARR_v2_74@2===166-ARR_v1_76@2,1
166-ARR,166-ARR_edit_summary_10@3,"Also, towards the end of this section, another clarity change was done where appear was changed to are provided.",166-ARR_v2_74@6===166-ARR_v1_76@6,1
166-ARR,166-ARR_edit_summary_10@4,"Along with that, there were two grammatical changes in the section; first being the change of verb from singular to plural and the second being the form of word from plural to singular.",166-ARR_v2_74@3===166-ARR_v1_76@3;166-ARR_v2_74@4===166-ARR_v1_76@4,2
166-ARR,166-ARR_edit_summary_11@0,"In the conclusion section, a factual modification about the late-interaction model was made.",166-ARR_v2_76@0===166-ARR_v1_78@0,1
166-ARR,166-ARR_edit_summary_11@1,"Six times in this sub-section, DRIVE quantization was changed to EDEN quantisation where in one instance, DRIVE bias correction (DRIVE-BC) was changed to EDEN bias correction (EDEN-BC).",166-ARR_v2_100@1===166-ARR_v1_102@1;166-ARR_v2_76@2===166-ARR_v1_78@2;166-ARR_v2_87@12===166-ARR_v1_89@12;166-ARR_v2_87@13===166-ARR_v1_89@13;166-ARR_v2_87@2===166-ARR_v1_89@2;166-ARR_v2_88@2===166-ARR_v1_90@2;166-ARR_v2_88@5===166-ARR_v1_90@5,7
166-ARR,166-ARR_edit_summary_11@2,A solid results provided by SDR was updated.,166-ARR_v2_100@2===166-ARR_v1_102@2,1
166-ARR,166-ARR_edit_summary_11@3,"Furthermore, information about TREC CAR dataset as compared to BM25 has been changed.",166-ARR_v2_100@4===166-ARR_v1_102@2,1
166-ARR,166-ARR_edit_summary_11@4,"At the end of this section, the score achieved by SDR-20 was updated from 0.315 to 0.314.",166-ARR_v2_100@6===166-ARR_v1_102@5,1
2-238,2-238_edit_summary_1@0,"The first change was made claim update about the meaning of the Candida Ablicans in the abstract, then this change was repeated in the introduction.",2-238_v2_2@0===2-238_v1_2@0;2-238_v2_4@0===2-238_v1_4@0,2
2-238,2-238_edit_summary_1@1,Then authors made a four grammar changes (one in the abstract and three in the introduction).,2-238_v2_2@5===2-238_v1_2@5;2-238_v2_5@0===2-238_v1_5@0;2-238_v2_7@1===2-238_v1_7@1;2-238_v2_9@0===2-238_v1_9@0,4
2-238,2-238_edit_summary_2@0,"In the ""Hos2 deacetylase enzymatic assay""  authors modified the sentence by adding the factual information about the number of the replicates.",2-238_v2_22@1===2-238_v1_22@1,1
2-238,2-238_edit_summary_2@1,Then authors made the factual change by adding number of the reaction volume.,2-238_v2_22@2===2-238_v1_22@2,1
2-238,2-238_edit_summary_3@0,"In the first sentence of the next section authors made a grammar change, they repeated this procedure in the section ""Isolation of histones from Candida sp."".",2-238_v2_24@0===2-238_v1_24@0;2-238_v2_30@0===2-238_v1_30@0,2
2-238,2-238_edit_summary_4@0,"Factual change was made to clarify the procedure of the carrying out the deacetylation assays in the ""Deacetylation of nuclear histones"".",2-238_v2_32@3===2-238_v1_32@3,1
2-238,2-238_edit_summary_4@1,Also factual statemnt was made concerning the reproduction of the assay results.,2-238_v2_32@6===nan,1
2-238,2-238_edit_summary_4@2,In the next section authors repeated the factual remark about the carrying out of the deacetylation of acetylated tubulin.,2-238_v2_34@2===2-238_v1_34@2,1
2-238,2-238_edit_summary_5@0,"""In vitro Sirt1 activation assay"" section have two factual changes about the  incubation of the assays and the number of the replicates.",2-238_v2_38@0===2-238_v1_38@0;2-238_v2_38@1===2-238_v1_38@1,2
2-238,2-238_edit_summary_6@0,"The whole section ""Statistical analysis"" with three sentences was added to explain the statistical significance of the results.",2-238_v2_39@0===nan;2-238_v2_40@0===nan;2-238_v2_40@1===nan;2-238_v2_40@2===nan,4
2-238,2-238_edit_summary_7@0,"In the ""Protein expression and purification"" authors made two grammar changes in two separate sentences.",2-238_v2_45@0===2-238_v1_43@0;2-238_v2_45@1===2-238_v1_43@1,2
2-238,2-238_edit_summary_7@1,In the nest section authores made a factual change by adding the statistical significance.,2-238_v2_49@1===2-238_v1_47@1,1
2-238,2-238_edit_summary_8@0,In the Discussion authors added several claim sentences discussing the different species of the pathogenic fungi.,2-238_v2_68@0===nan;2-238_v2_68@1===nan;2-238_v2_68@2===nan;2-238_v2_69@0===nan;2-238_v2_69@1===nan,5
2-238,2-238_edit_summary_8@1,After that two grammar changes were made in two different sentences.,2-238_v2_69@2===2-238_v1_67@0;2-238_v2_74@2===2-238_v1_71@2,2
2-238,2-238_edit_summary_8@2,Factual sentence was made explaining why authors decided to explore alternate substrates.,2-238_v2_75@1===nan,1
2-238,2-238_edit_summary_8@3,Another one grammar correction was made.,2-238_v2_75@3===2-238_v1_72@2,1
2-238,2-238_edit_summary_8@4,Then authors added factual statement from the third party about the microtubules in the fungal hyphae.,2-238_v2_75@4===nan,1
2-238,2-238_edit_summary_8@5,After that they added a claim about the possible future research.,2-238_v2_75@5===nan,1
2-238,2-238_edit_summary_8@6,Fact change was made by addition of the P value for the activation of NAD+ dependent deacetylase activity.,2-238_v2_76@6===2-238_v1_73@6,1
7-906,7-906_edit_summary_1@0,"In the first paragraph of the Abstract, there is a minor clarity change.",7-906_v2_2@2===7-906_v1_2@2,1
7-906,7-906_edit_summary_2@0,"The first sentence of Introduction which was a fact about the definition of ""Parenting styles"" is deleted and instead, three fact sentences along with citations are added for more elaboration.",7-906_v2_7@0===nan;7-906_v2_7@1===nan;7-906_v2_7@2===nan;nan===7-906_v1_7@0,4
7-906,7-906_edit_summary_2@1,"Then after the next sentence, six fact sentences are added as definitions of different parenting styles along with citations.",7-906_v2_7@4===nan;7-906_v2_7@5===nan;7-906_v2_7@6===nan;7-906_v2_7@7===nan;7-906_v2_7@8===nan;7-906_v2_7@9===nan,6
7-906,7-906_edit_summary_2@2,"The pre-last sentence of the section contains an added claim as a contribution of the manuscript to ""family therapeutic intervention"".",7-906_v2_7@13===nan,1
7-906,7-906_edit_summary_3@0,"Further, there are many grammar modifications toward the end of the article as: The second and fifth sentences of the Summarization, extraction, and data reporting part, the third and sixth sentences of Risk of bias section and the third sentence of the Results paragraph.",7-906_v2_22@1===7-906_v1_22@1;7-906_v2_22@4===7-906_v1_22@4;7-906_v2_26@2===7-906_v1_26@2;7-906_v2_26@7===7-906_v1_26@7;7-906_v2_31@0===7-906_v1_31@0,5
7-906,7-906_edit_summary_3@1,"The sixth and ninth sentences of the first paragraph, the fifth sentence of the fifth paragraph, the second sentence of the pre-last paragraph and the final sentence of the Psychological characteristics relating to parents section.",7-906_v2_33@6===7-906_v1_33@6;7-906_v2_33@9===7-906_v1_33@9;7-906_v2_42@5===7-906_v1_37@5;7-906_v2_43@2===7-906_v1_43@2;7-906_v2_44@3===7-906_v1_44@3,5
7-906,7-906_edit_summary_3@2,The third and the last sentences of the Discussion part.,7-906_v2_50@2===7-906_v1_50@2;7-906_v2_50@4===7-906_v1_50@4,2
7-906,7-906_edit_summary_3@3,The third and the fourth paragraphs of the Limitations section.,7-906_v2_59@2===7-906_v1_57@2;7-906_v2_59@3===7-906_v1_57@3,2
7-906,7-906_edit_summary_4@0,There is also a fact modification in the fourth sentence of the Discussion by updating citations.,7-906_v2_50@3===7-906_v1_50@3,1
7-906,7-906_edit_summary_4@1,"Next a second sentence of the second paragraph which is a fact about ""the process of parents’ growth and development"" is deleted.",nan===7-906_v1_51@1,1
7-906,7-906_edit_summary_4@2,"Then, three fac sentences about review of parenting styles along with citations are added to the third paragraph.",7-906_v2_52@0===nan;7-906_v2_52@1===nan;7-906_v2_52@2===nan,3
7-906,7-906_edit_summary_4@3,"Further, a fact is added to the fourth paragraph about the result of the therapeutic process along with a citation. And in the fifth paragraph there are two fact sentences added as comparing the results of other reviews with authors ‘results as well as one added to the sixth and two sentences to the seventh paragraph.",7-906_v2_53@1===nan;7-906_v2_54@2===nan;7-906_v2_54@3===nan,3
7-906,7-906_edit_summary_5@0,One fact sentence along with a citation is added to the beginning of the sixth paragraph regarding how the author's study is “In line with Berg-Nielsen’s review”.,7-906_v2_55@0===nan,1
7-906,7-906_edit_summary_5@1,Then the seventh paragraph is made by adding two fact sentences about Berg- Nielsen’s review and a citation.,7-906_v2_56@0===nan;7-906_v2_56@1===nan,2
7-906,7-906_edit_summary_5@2,"The last one-sentence paragraph which is a claim conclusion along with a recommendation is deleted and instead a fact sentence about ""factors contribute to dysfunctional parenting"" is added as conclusion.",7-906_v2_57@0===nan;nan===7-906_v1_55@0,2
7-906,7-906_edit_summary_6@0,"Then at the end of the Limitations part, the title ""Implication of findings"" along with a claim about the usage of the study's findings is added.",7-906_v2_60@0===nan;7-906_v2_61@0===nan,2
2-173,2-173_edit_summary_1@0,The first change was factual correction about the presence of the hydrocortisone in the culture medium.,2-173_v2_16@6===2-173_v1_16@6,1
2-173,2-173_edit_summary_1@1,"In the ""Results"" authors stated their uncertainty of the mechanism by which 1-ABT inhibits estereases.",2-173_v2_31@8===nan,1
2-173,2-173_edit_summary_2@0,"In the ""Discussion"" authors made a small change to clarify their hypothesis.",,0
2-173,2-173_edit_summary_2@1,Also they made a claim correction by deleting the approval of the hypothesis of the increase of the metabolism glucocorticoids in some cases.,2-173_v2_62@2===2-173_v1_62@2;2-173_v2_63@0===2-173_v1_63@0,2
2-173,2-173_edit_summary_2@2,"Some small clarification was made in the next sentence about the cases, where authors analyse glucocorticoid efficiency.",2-173_v2_63@1===2-173_v1_63@1,1
2-173,2-173_edit_summary_3@0,In the end of the paper reesearchers added and explained their opinion why further research is needed.,2-173_v2_63@2===nan,1
1-23,1-23_edit_summary_1@0,"In the Late complications section, a claim was modified to add a reason for excessive scarring and a sentence was changed for clarity.",1-23_v2_17@8===1-23_v1_17@8;1-23_v2_17@9===1-23_v1_17@9,2
1-23,1-23_edit_summary_2@0,The Comments have an added claim about level I evidence not being available and another one regarding the design of RCT being unethical.,1-23_v2_19@5===nan;1-23_v2_19@7===nan,2
