edit_index,doc_name,node_ix_src,node_ix_tgt,text_src,text_tgt,gold,label
8348,6-577,6-577_v2_15@1,,"High temperature or/and ultraviolet radiation (UVR) stresses (i.e. four environmental conditions: control (at 25°C and without UVR), thermal stress (30°C without UVR), UVR stress (25°C under UVR), thermal and UVR stresses (30°C and under UVR)) were applied to corals and ERK activation was monitored after 30 minutes of stress.",,"Add,Fact/Evidence",Fact/Evidence
8349,6-577,6-577_v2_15@2,,Thermal stress corresponded to an increase in temperature from the normal culture condition of 25°C to 30°C.,,"Add,Fact/Evidence",Fact/Evidence
8350,6-577,6-577_v2_15@3,,The UVR stress corresponded to an increase in UVR from 0 (HQI lamps in the culture conditions) to a radiation intensity of about 3 W.m −2 UVB and 30 W.m −2 UVA (Q-Panel UVA 340 lamps).,,"Add,Fact/Evidence",Fact/Evidence
8351,6-577,6-577_v2_15@4,,"At the end of the incubation, nubbins were frozen and kept at – 80°C prior to western blot analysis.",,"Add,Fact/Evidence",Fact/Evidence
8352,6-577,6-577_v2_31@2,,"The limited thickness of the animal tissue covering the skeleton and the very large surface of contact of both ectoderm and endoderm with the seawater render S. pistillata suitable for treatment with drugs directly diluted in the seawater as we previously showed ( Courtial et al. , 2017 ).",,"Add,Fact/Evidence",Fact/Evidence
8353,6-577,6-577_v2_32@0,,"To confirm that Spi-ERK activity can dynamically respond to changes in experimental conditions, we performed an induction experiment by modifying culture conditions of the corals.",,"Add,Fact/Evidence",Fact/Evidence
8354,6-577,6-577_v2_32@1,,"Courtial et al. (2017) showed that thermal and UVR stresses induced the formation of reactive oxygen species which are known to trigger ERK phosphorylation ( McCubrey et al. , 2006 ).",,"Add,Fact/Evidence",Fact/Evidence
8355,6-577,6-577_v2_32@2,,"ERK phosphorylation was enhanced in corals exposed to UVR, high temperature or a combination of both ( Figure 3 and Supplementary Figure S2 ).",,"Add,Fact/Evidence",Fact/Evidence
8356,6-577,6-577_v2_32@3,,These results confirm that the antibodies characterized herein can be used to monitor ERK activity in corals.,,"Add,Claim",Claim
8357,6-577,6-577_v2_47@2,,The portions of the images used in the main text are outlined.,,"Add,Fact/Evidence",Fact/Evidence
8358,6-577,6-577_v2_48@0,,Supplementary Figure S3.,,"Add,Other",Other
8359,6-577,6-577_v2_48@1,,Uncropped blot images for Figure 4 and supplementary replicates.,,"Add,Fact/Evidence",Fact/Evidence
8360,6-577,6-577_v2_48@2,,The portions of the images used in the main text are outlined.,,"Add,Fact/Evidence",Fact/Evidence
8592,7-1299,7-1299_v2_16@0,,Further support for a complex NMD pathway existing in the last eukaryotic common ancestor comes from the examination of plants.,,"Add,Claim",Claim
8593,7-1299,7-1299_v2_16@11,,"However, this does not explain why the putative phosphorylation sites are lost in many species <REF-45> .",,"Add,Fact/Evidence",Fact/Evidence
8594,7-1299,7-1299_v2_16@12,,One exciting possibility is that direct interactions between SMG5/6/7 family proteins is sufficient for NMD to be activated in some species (see below).,,"Add,Claim",Claim
8595,7-1299,7-1299_v2_17@12,,"It could be that RNA decay enzymes are recruited directly to UPF1, alternative mechanism to the phosphorylation-mediated recruitment <REF-61> , <REF-63> , <REF-64> .",,"Add,Fact/Evidence",Fact/Evidence
8596,7-1299,7-1299_v2_17@13,,"Recently, the yeast EBS1 and NMD4 proteins were found to interact directly with UPF1 during NMD <REF-61> .",,"Add,Fact/Evidence",Fact/Evidence
8597,7-1299,7-1299_v2_17@14,,"NMD4, like SMG6, contains a PIN domain <REF-61> .",,"Add,Fact/Evidence",Fact/Evidence
8598,7-1299,7-1299_v2_17@15,,"Transcripts responsive to the deletion of UPF1 also increased in deletions of EBS1 and NMD4, however, to a lesser extent <REF-61> .",,"Add,Fact/Evidence",Fact/Evidence
8599,7-1299,7-1299_v2_17@16,,"Interestingly, the importance of EBS1 and NMD4 became more pronounced when yeast cells expressed a truncated UPF1 <REF-61> ; when the truncated UPF1 was expressed alone, NMD efficiency was about 30% of wild-type, in contrast, when either EBS1 and NMD4 were deleted in the truncated UPF1 lines, NMD efficiency was close to zero <REF-61> .",,"Add,Fact/Evidence",Fact/Evidence
8600,7-1299,7-1299_v2_17@17,,This suggests that EBS1 and NMD4 become essential in NMD limiting conditions.,,"Add,Claim",Claim
8601,7-1299,7-1299_v2_17@18,,"This raises the possibility that in species lacking SMG1, the phosphorylation checkpoint of NMD is not required and SMG5/6/7 family proteins directly interact with UPF1 when at a PTC.",,"Add,Claim",Claim
8602,7-1299,7-1299_v2_17@19,,"SMG1 mutants in fruit flies have been found to have a lesser effect on NMD than the mutation of other NMD factors <REF-54> , <REF-55> .",,"Add,Fact/Evidence",Fact/Evidence
8603,7-1299,7-1299_v2_17@20,,"SMG5 was found to be essential for NMD <REF-28> , and when a mild disruption of SMG5 is introduced, mutations of SMG1 enhanced the severity of the NMD phenotype <REF-28> .",,"Add,Fact/Evidence",Fact/Evidence
8604,7-1299,7-1299_v2_17@21,,"This supports the notion that NMD can be activated without phosphorylation and that phosphorylation simply enhances decay under limiting conditions <REF-28> , <REF-65> .",,"Add,Fact/Evidence",Fact/Evidence
8605,7-1299,7-1299_v2_17@22,,"Interestingly, mammalian SMG6 has also been found to bind UPF1 independent of phosphorylation <REF-66> , <REF-67> , suggesting some level of conservation of phosphorylation-independent recruitment of decay factors in NMD.",,"Add,Claim",Claim
8606,7-1299,7-1299_v2_17@23,,"However, it is not clear why a phosphorylation checkpoint is needed for NMD in some organisms like mammals <REF-20> , <REF-52> and plants <REF-51> , <REF-53> , but likely not others such as yeast, but direct interaction seems likely to be the mechanism.",,"Add,Claim",Claim
8607,7-1299,7-1299_v2_22@5,,"TOR is the only other related kinase in A. thaliana , and is involved with the regulation of translation, although the phenotype of TOR knockdown lines do not appear to match those of NMD factors in A. thaliana <REF-71> .",,"Add,Fact/Evidence",Fact/Evidence
8608,7-1299,7-1299_v2_24@7,,"NMD factors do function in other pathways, for example, UPF1 is known to be involved with mammalian DNA replication <REF-75> .",,"Add,Fact/Evidence",Fact/Evidence
8609,7-1299,7-1299_v2_24@8,,"Although in mammals, some NMD transcripts only require a subset of NMD factors <REF-37> , <REF-38> , <REF-76> , these branches of the NMD pathway support the notion that a more reduced NMD pathway may exist.",,"Add,Claim",Claim
8610,7-1299,7-1299_v2_25@2,,"Protein-protein interaction studies in yeast have revealed the species specific factor NMD4 <REF-61> , <REF-77> .",,"Add,Fact/Evidence",Fact/Evidence
8611,7-1299,7-1299_v2_25@3,,Performing similar work in other species is likely to reveal more species/lineage specific factors.,,"Add,Claim",Claim
8612,7-1299,7-1299_v2_28@4,,Although some transcripts appear to be targeted due to their length independent of the polyA tail in yeast <REF-94> .,,"Add,Fact/Evidence",Fact/Evidence
8613,7-1299,7-1299_v2_28@9,,"In yeast, the RNA binding protein Pub1 binds to sequence elements and protects some uORF-containing transcripts from NMD <REF-98> .",,"Add,Fact/Evidence",Fact/Evidence
8614,7-1299,7-1299_v2_31@11,,NMD has been proposed as a general protection mechanism against RNA viruses and TE expansion <REF-109> .,,"Add,Fact/Evidence",Fact/Evidence
8615,7-1299,7-1299_v2_34@2,,"- 3) If phosphorylation of UPF1 represents a checkpoint in the activation of NMD, what explains the variability of the presence of this checkpoint between species?",,"Add,Claim",Claim
8616,7-1299,7-1299_v2_34@6,,"- 7) To identify what precisely determines the accumulation of UPF1 on some transcripts, and why this appears to be dependent UPF1 ATPase activity <REF-111> .",,"Add,Claim",Claim
8617,7-1299,7-1299_v2_34@7,,"- 8) What is the mechanism leading to NMD of uORF transcripts? Is it EJC mode, long 3’ UTR mode, both or neither? This will need to be done for each uORF transcript of interest.",,"Add,Claim",Claim
8663,7-1306,7-1306_v2_9@1,,Users may upload a single expression file and specify whether the rows represent genes and the columns represent cells or vice-versa.,,"Add,Fact/Evidence",Fact/Evidence
8664,7-1306,7-1306_v2_9@3,,"Additionally, this notebook supports the three-file 10X output format, allowing users to upload the matrix, genes, and barcodes files.",,"Add,Fact/Evidence",Fact/Evidence
8665,7-1306,7-1306_v2_9@4,,Any of those inputs can also be provided as .zip files.,,"Add,Fact/Evidence",Fact/Evidence
8666,7-1306,7-1306_v2_10@5,,"To use the mitochondrial gene filter, the user must supply their data with gene names in HGNC format with “MT-” prepended to each mitochondrial gene name.",,"Add,Fact/Evidence",Fact/Evidence
8667,7-1306,7-1306_v2_14@8,,"As there is debate in the field concerning the correctness of using regression on covariates such as percent mitochondrial reads ( Batson, 2018 ) we have made this step optional.",,"Add,Fact/Evidence",Fact/Evidence
8668,7-1306,7-1306_v2_14@12,,"We note that this notebook is a living, open source document and can be modified as the single cell community’s perspectives on best practices evolves.",,"Add,Claim",Claim
8669,7-1306,7-1306_v2_35@0,,We encourage users to perform analyses on their own data using this notebook.,,"Add,Claim",Claim
8670,7-1306,7-1306_v2_35@1,,We note that all the required libraries are already installed on the public GenePattern Notebook server at https://notebook.genepattern.org .,,"Add,Fact/Evidence",Fact/Evidence
8671,7-1306,7-1306_v2_35@2,,"This resource is freely available to the community and the analysis described in this notebook falls well within the per-account memory allocations (see the Scanpy authors’ benchmarking in Wolf et al ., 2018 ; Eulenberg et al ., 2017a ; Eulenberg et al. , 2017b ).",,"Add,Fact/Evidence",Fact/Evidence
8672,7-1306,7-1306_v2_35@3,,"To analyze larger datasets that exceed the per-user memory allocation on the public notebook server, users should deploy the open source GenePattern Notebook server using their own computational resources as described in Reich et al ., 2017 .",,"Add,Fact/Evidence",Fact/Evidence
8673,7-1306,7-1306_v2_35@4,,"The GenePattern Notebook server is available as the genepattern-notebook package through the pip ( https://pypi.org/project/genepattern-notebook/ ) or conda ( https://anaconda.org/genepattern/genepattern-notebook ) package managers, or as a Docker image ( https://hub.docker.com/r/genepattern/genepattern-notebook ).",,"Add,Fact/Evidence",Fact/Evidence
8674,7-1306,7-1306_v2_36@2,,"For example, future notebook releases may include quality control methods such as doublet detection ( McGinnis et al ., 2018 ) as well as visualization methods such as UMAP ( Becht et al ., 2019 ), which is growing in popularity in the single cell community.",,"Add,Claim",Claim
8675,7-1306,7-1306_v2_36@3,,"We also encourage advanced users to copy the notebook, add new approaches or features, and publish them as a community notebook in the GenePattern Notebook repository.",,"Add,Claim",Claim
8745,7-1891,7-1891_v2_12@2,,"In BKKBN 2017 shown that the realization of modern contraceptive prevalence rate such as use of female sterilization (MOW), male sterilization (MOP), pill, IUD, injection, implant KB (Implant) and condoms on 2017 is 57.6% of the target of 60.9% or achievement of 94.58%.",,"Add,Fact/Evidence",Fact/Evidence
8746,7-1891,7-1891_v2_12@3,,"Furthermore, the realization of unmet need which is defined as the percentage of married women who do not want to have more children but do not use contraception in 2017 is 17.5%, so that the achievement is 58.63%.",,"Add,Fact/Evidence",Fact/Evidence
8747,7-1891,7-1891_v2_12@4,,"Moreover, the percentage of active contraceptive participants using LARCs was 21.5% of the target of 21.7% or achievement of 99.07%.",,"Add,Fact/Evidence",Fact/Evidence
8748,7-1891,7-1891_v2_12@5,,"Additionally, the realization of contraceptive discontinuation rate in 2017 is 22.3% of the target of 25.3% or achievement of 88.14% <REF-14> .",,"Add,Fact/Evidence",Fact/Evidence
8749,7-1891,7-1891_v2_20@0,,The instrument used in this study was a questionnaire containing questions related to factors associated with the utilization of long-acting reversible contraceptives in the Pameungpeuk Rural Hospital work area.,,"Add,Fact/Evidence",Fact/Evidence
8750,7-1891,7-1891_v2_20@1,,"The questionnaire consisted of questions about the behavior of use LARCs methods, knowledge, beliefs, attitudes, exposure to information on LARCs, skills of health workers, support of partner, support of friends, support of health workers, and support of community leaders <REF-22> .",,"Add,Fact/Evidence",Fact/Evidence
8751,7-1891,7-1891_v2_43@5,,This study was done before the new National Health Insurance Scheme was rolled out and widely available.,,"Add,Fact/Evidence",Fact/Evidence
8752,7-1891,7-1891_v2_43@6,,"National health insurance has in recent years, overcome many of the cost barriers to contraceptive use, including use of LARCs.",,"Add,Claim",Claim
8753,7-1891,7-1891_v2_50@0,,Extended data,,"Add,Other",Other
8754,7-1891,7-1891_v2_51@0,,Extended data contains the questionnaire (Bahasa and English versions) and how data were measured: https://doi.org/10.6084/m9.figshare.9734561.v2 <REF-22> .,,"Add,Fact/Evidence",Fact/Evidence
9710,8-1204,8-1204_v2_11@5,,Similar findings may also be present in FSGS cases associated with COL4A variants.,,"Add,Claim",Claim
9711,8-1204,8-1204_v2_11@6,,One study of Chinese families with familial FSGS noted segmental thinning of the GBM similar to those which may be present with TBMN in four out of five families with a proven COL4A variant underlying their familial FSGS (electron microscopy in another family and a sporadic case with proven variants were both noted to be unremarkable) <REF-10> .,,"Add,Fact/Evidence",Fact/Evidence
9712,8-1204,8-1204_v2_11@7,,At present the sensitivity of these findings remain unknown.,,"Add,Claim",Claim
9713,8-1204,8-1204_v2_33@2,,This is in keeping with a study of Chinese FSGS families in which four patients with a demonstrated mutation in COL4A and familial FSGS all had findings suggestive of TBMN on electron microscopy <REF-10> .,,"Add,Fact/Evidence",Fact/Evidence
9714,8-1204,8-1204_v2_33@5,,The authors suggest that sequencing of these electron microscopy variants when found could be an extension of current research to expand our knowledge in this field.,,"Add,Claim",Claim
9790,8-1681,8-1681_v2_8@7,,"However, theory suggests that the pRF model is scale-invariant, that is, the pRF parameters are estimated by correlation between predicted and observed time series and only the pRF shape matters to size estimation, not amplitude.",,"Add,Claim",Claim
9791,8-1681,8-1681_v2_31@5,,The same HRF function was used for all participants given that the effect of individualized HRF on pRF parameters is expected to be small <REF-25> .,,"Add,Fact/Evidence",Fact/Evidence
9792,8-1681,8-1681_v2_60@0,,"Firstly, it is worth noting that both scanners used were manufactured by the same vendor.",,"Add,Fact/Evidence",Fact/Evidence
9793,8-1681,8-1681_v2_60@1,,"While this means our results are not currently generalizable to other platforms, it removes manufacturer as an additional source of variance between sites.",,"Add,Claim",Claim
9794,8-1681,8-1681_v2_66@4,,"Of course, the skew we observed in pRF size is related to the sequential presentation of our visual stimuli (sweeping bars, a stimuli commonly used for pRF).",,"Add,Claim",Claim
9795,8-1681,8-1681_v2_66@5,,One could hypothesise that temporal filtering would not bias for pRF sizes if the location of stimuli used for retinotopic mapping was presented randomly.,,"Add,Claim",Claim
9796,8-1681,8-1681_v2_66@6,,"However, recent studies <REF-49> , <REF-50> have shown that pRF size estimates differ between random and ordered designs (irrespective of temporal filtering), probably due to additional factors.",,"Add,Fact/Evidence",Fact/Evidence
9797,8-1681,8-1681_v2_66@7,,The choice of mapping stimulus should therefore also be taken into consideration when comparing results across studies.,,"Add,Claim",Claim
9798,8-1681,8-1681_v2_70@0,,Underlying data,,"Add,Other",Other
9799,8-1681,8-1681_v2_74@0,,Extended data,,"Add,Other",Other
9800,8-1681,8-1681_v2_77@0,,"Mean population receptive field (pRF) size (A), median cortical magnification factor CMF (B) and response amplitude (beta) (C) binned into eccentricity bands for the London 1.5T site (red) and the Auckland 3T site (black).",,"Add,Fact/Evidence",Fact/Evidence
9801,8-1681,8-1681_v2_77@1,,Panels in columns show different visual regions.,,"Add,Fact/Evidence",Fact/Evidence
9802,8-1681,8-1681_v2_77@2,,Panels in rows show the three participants.,,"Add,Fact/Evidence",Fact/Evidence
9803,8-1681,8-1681_v2_77@3,,Error bars denote 95% confidence intervals based on bootstrapping.,,"Add,Fact/Evidence",Fact/Evidence
9804,8-1681,8-1681_v2_80@0,,"Median goodness-of-fit (A), normalized goodness-of-fit (B), and noise ceiling (C) binned into eccentricity bands for the London 1.5T site (red) and the Auckland 3T site (black).",,"Add,Fact/Evidence",Fact/Evidence
9805,8-1681,8-1681_v2_80@1,,Panels in columns show different visual regions.,,"Add,Fact/Evidence",Fact/Evidence
9806,8-1681,8-1681_v2_80@2,,Panels in rows show the three participants.,,"Add,Fact/Evidence",Fact/Evidence
9807,8-1681,8-1681_v2_80@3,,Error bars denote 95% confidence intervals based on bootstrapping.,,"Add,Fact/Evidence",Fact/Evidence
9808,8-1681,8-1681_v2_83@0,,"Mean population receptive field (pRF) size (A) and median goodness-of-fit (B) binned into eccentricity bands for the Auckland data without filtering (black), and low-pass filtering with kernel 1 s (blue) and 2 s (green).",,"Add,Fact/Evidence",Fact/Evidence
9809,8-1681,8-1681_v2_83@1,,Panels in columns show different visual regions.,,"Add,Fact/Evidence",Fact/Evidence
9810,8-1681,8-1681_v2_83@2,,Panels in rows show the three participants.,,"Add,Fact/Evidence",Fact/Evidence
9811,8-1681,8-1681_v2_83@3,,Error bars denote 95% confidence intervals based on bootstrapping.,,"Add,Fact/Evidence",Fact/Evidence
10018,8-1983,8-1983_v2_2@1,,"In the dLGE, metrics of sizes and numbers of neurospheres generated using this assay has not been completely characterized.",,"Add,Claim",Claim
10019,8-1983,8-1983_v2_2@3,,The advantage of this protocol is that no expensive and specialized equipment is needed for tissue isolation.,,"Add,Claim",Claim
10021,8-1983,8-1983_v2_8@5,,"Additionally, many protocols do not provide metrics on expected numbers and sizes of neurospheres generated.",,"Add,Claim",Claim
10022,8-1983,8-1983_v2_8@6,,"Thus, it is unclear whether researchers can generate sufficient numbers of neurospheres in a particular range of sizes.",,"Add,Claim",Claim
10023,8-1983,8-1983_v2_8@10,,"Furthermore, using our method neurospheres small appears as early as 3 days.",,"Add,Claim",Claim
10024,8-1983,8-1983_v2_8@11,,Another advantage of this protocol is that it can generate neurospheres with average sizes of 50 μm - 100 μm after 5–7 days in vitro .,,"Add,Claim",Claim
10026,8-1983,8-1983_v2_19@2,,The optimum magnification is approximately 5x with 3888 x 2592 dimensions.,,"Add,Fact/Evidence",Fact/Evidence
10027,8-1983,8-1983_v2_19@3,,"Camera was connected to the trinocular port of the stereomicroscope (Carl Zeiss Stemi 305; White Plains, NY) using Mount Adaptor EF-EOS (6098B007AA; Canon; Melville, NY).",,"Add,Fact/Evidence",Fact/Evidence
10028,8-1983,8-1983_v2_19@4,,The working distance was defined as the amount of room required between the top of the neurosphere and the bottom of the objective lens in order for the image to be in focus.,,"Add,Fact/Evidence",Fact/Evidence
10029,8-1983,8-1983_v2_19@5,,The steromicroscope was used at a working distance of ~110 mm.,,"Add,Fact/Evidence",Fact/Evidence
10030,8-1983,8-1983_v2_19@6,,"Due to the variation in neurosphere size, 110 mm should be adjusted to focus on the desire region of the neurosphere to provide optimal focus.",,"Add,Fact/Evidence",Fact/Evidence
10031,8-1983,8-1983_v2_27@1,,Sterilize all surgical instruments packed in aluminum foil in an autoclave at 121°C (15 psi) for 30 mins.,,"Add,Fact/Evidence",Fact/Evidence
10032,8-1983,8-1983_v2_27@2,,"This includes a scissors, forceps, and razor blades.",,"Add,Fact/Evidence",Fact/Evidence
10033,8-1983,8-1983_v2_27@3,,Before starting all premade solutions should be warmed to 37°C.,,"Add,Fact/Evidence",Fact/Evidence
10034,8-1983,8-1983_v2_37@1,,"Have a petri dish (100 mm) prepared with ice-cold Hank’s buffer kept on ice, which will be used to collect embryos after dissection.",,"Add,Fact/Evidence",Fact/Evidence
10035,8-1983,8-1983_v2_37@2,,"Afterwards, additional petri dishes will be needed to place in each of the dissected brains (35 mm) .",,"Add,Fact/Evidence",Fact/Evidence
10036,8-1983,8-1983_v2_46@1,,"In this section you will need the 18-gauge, 21-gauge, 23-gauge needle will be needed for trituration steps.",,"Add,Fact/Evidence",Fact/Evidence
10037,8-1983,8-1983_v2_46@2,,Trituration should be performed gently and slowly to avoid killing cells.,,"Add,Claim",Claim
10038,8-1983,8-1983_v2_46@3,,Hemocytometer will be needed to count cells .,,"Add,Fact/Evidence",Fact/Evidence
10039,8-1983,8-1983_v2_79@2,,Additional neurosphere staining using other antibodies can be found in previous published studies <REF-3> from our lab.,,"Add,Fact/Evidence",Fact/Evidence
10040,8-1983,8-1983_v2_83@4,,Another marker of an unhealthy culture is a large number of differentiated neurons surrounding neurospheres.,,"Add,Claim",Claim
10041,8-1983,8-1983_v2_83@5,,Indicators of differentiation are the large presence of axons and dendrites in your cultures.,,"Add,Claim",Claim
10042,8-1983,8-1983_v2_83@6,,This can be caused by depletion of growth factors.,,"Add,Claim",Claim
10043,8-1983,8-1983_v2_83@7,,"If this is the case, it is recommend that you increase the concentration of EGF.",,"Add,Claim",Claim
10044,8-1983,8-1983_v2_83@8,,Another cause of differentiation is too many cells in your prep.,,"Add,Claim",Claim
10045,8-1983,8-1983_v2_83@9,,This leads to over crowdedness.,,"Add,Claim",Claim
10046,8-1983,8-1983_v2_83@10,,It is recommend to split the culture to a lower density or decrease the number of neurons that are plated per 48 well.,,"Add,Claim",Claim
10047,8-1983,8-1983_v2_84@2,,"After trituration, if a uniform suspension has not been achieved an alternative method used in previous protocols are strainers <REF-15> .",,"Add,Fact/Evidence",Fact/Evidence
10168,8-42,8-42_v2_20@2,,"Note that as of the time of publication, this is in the Bioconductor development version.",,"Add,Fact/Evidence",Fact/Evidence
10169,8-42,8-42_v2_20@3,,"For details, see the Software Availability section.",,"Add,Fact/Evidence",Fact/Evidence
10170,8-42,8-42_v2_31@0,,Note that the results of the queries using the API and the packages may change as we continue to update the OMA database.,,"Add,Claim",Claim
10171,8-42,8-42_v2_31@1,,The OMA database release of June 2018 was used to generate the examples below.,,"Add,Fact/Evidence",Fact/Evidence
10172,8-42,8-42_v2_34@0,,Here we first formulate our URL of interest and use it to send a GET request to the API.,,"Add,Fact/Evidence",Fact/Evidence
10173,8-42,8-42_v2_34@1,,"This gives us the response JSON object, which can then be parsed into an R list.",,"Add,Fact/Evidence",Fact/Evidence
10174,8-42,8-42_v2_39@0,,The identified targets can be found in the seq_annotation$targets.,,"Add,Fact/Evidence",Fact/Evidence
10247,8-52,8-52_v2_11@1,,"This genotype is known to produce more yield, but susceptible to geminivirus infection.",,"Add,Claim",Claim
10248,8-52,8-52_v2_11@2,,"Resistant genotype however, is not available in our collection so far, so comparison of both two genotypes is not possible to be performed.",,"Add,Claim",Claim
10249,8-52,8-52_v2_23@0,,"PCR based cloning strategy in combination with primer walking was applied to isolate the complete full length of putative distal promoter NPR1 gene region (5,950 bp).",,"Add,Fact/Evidence",Fact/Evidence
10250,8-52,8-52_v2_23@1,,This approach is considered to be the most appropriate since the sequencing read capacity used in this study is limited for about only 500 bp on average.,,"Add,Claim",Claim
10251,8-52,8-52_v2_23@2,,"Even though the KOD-Plus-Neo could amplify up to 24 kb according to manufacturer’s claim, but the full-length fragment (5,950 bp) still can not be sequenced in one step read due to limited reading capacity of the sequencing machine.",,"Add,Fact/Evidence",Fact/Evidence
10252,8-52,8-52_v2_23@3,,Validation of every single nucleotide data was confirmed by at least two overlapping validated segment.,,"Add,Fact/Evidence",Fact/Evidence
10253,8-52,8-52_v2_24@2,,"Furthermore, BLAST analysis showed no significant homology with another promotor sequence available in the NCBI database, indicating a limitation of promoter sequence availability.",,"Add,Claim",Claim
10254,8-52,8-52_v2_24@3,,The only promoter sequence showed homology is the promoter region of Capsicum annuum pathogenesis related protein-1 (PR-1) gene ( DQ201633.1 ) published by Lee et al . (2006) .,,"Add,Fact/Evidence",Fact/Evidence
10255,8-52,8-52_v2_24@4,,"However, the comparable nucleotide of both sequences spanned only 180 bp.",,"Add,Fact/Evidence",Fact/Evidence
10256,8-52,8-52_v2_27@0,,"In order to validate our claim, we constructed a contiguous segment with our isolated core promoter ( MK310185.1 ) and the NPR1 gene sequence isolated from a similar genotype Berangkai ( Nova et al ., 2019 ).",,"Add,Fact/Evidence",Fact/Evidence
10257,8-52,8-52_v2_27@1,,"BLAST analysis using the NPR1-Berangkai cDNA sequence exhibited 43 significant identity hits with other cDNA sequences of NPR1 gene for instance, Capsicum annuum ( NM_001325099.1 ), Capsicum chinense ( AM900559.1 ), Solanum lycopersicum ( KX198701.1 , NM_001247629.2 ), Nicotiana sp. (DQ837218.1, AF480488.1) Carica papaya (XM_022041103.1, AY550242.1) and some others.",,"Add,Fact/Evidence",Fact/Evidence
10258,8-52,8-52_v2_27@2,,"Tree analysis showed that our NPR1-Berangkai cDNA sequence clustered to similar clade with AM900559.1 and NM_001325099.1 and other three solanaceae ( S. lycopersicum - KX198701.1 , NM_001247629.2 ; S. tuberosum -XM_006357647.2; S. pennellii -XM_015227358.2 and S. torvum -KJ995663.1).",,"Add,Fact/Evidence",Fact/Evidence
10259,8-52,8-52_v2_27@3,,All those data obviously indicated that our segment landed in the right chromosome segment.,,"Add,Claim",Claim
10260,8-52,8-52_v2_29@2,,The PlantCare analysis successfully showed 2 other cis -acting element motifs namely 1 TCA motif and 3 CGTA motis which could not be shown by PLACE ( Figure 3 ).,,"Add,Fact/Evidence",Fact/Evidence
10261,8-52,8-52_v2_38@0,,"Analysis with PlantCare ( Lescot et al ., 2002 ) resulting 2 new additional elements, which are designated TCA element and CGTA-motif ( Figure 3 ), while analysis with PlantPAN 3.0 did not show any new different element compared to PLACE analysis.",,"Add,Fact/Evidence",Fact/Evidence
10262,8-52,8-52_v2_38@1,,The TCA element has a function as a cis -acting element which is involved in salicylic acid responsiveness.,,"Add,Fact/Evidence",Fact/Evidence
10263,8-52,8-52_v2_38@2,,Moreover we also found the CGTA motif playing a role in regulating me-JA responsiveness.,,"Add,Fact/Evidence",Fact/Evidence
10264,8-52,8-52_v2_38@3,,In our sequence only 1 single TCA element and 3 CGTA motifs could be detected.,,"Add,Fact/Evidence",Fact/Evidence
10265,8-52,8-52_v2_40@3,,"However, their role in the gene expression has to be confirmed empirically.",,"Add,Claim",Claim
10266,8-52,8-52_v2_40@4,,"For that reason, we are currently using the cis -acting elements found in this study for replicase ( Rep ) gene expression in the bacterial system.",,"Add,Fact/Evidence",Fact/Evidence
10532,8-80,8-80_v2_19@4,,Face-to-face respondents were not compensated for their participation.,,"Add,Fact/Evidence",Fact/Evidence
10533,8-80,8-80_v2_19@5,,Online respondents were all members of an online panel company and received Reward Points.,,"Add,Fact/Evidence",Fact/Evidence
10534,8-80,8-80_v2_19@6,,"The number of points awarded for survey completion is based on survey length, complexity, and incidence rate.",,"Add,Fact/Evidence",Fact/Evidence
10535,8-80,8-80_v2_19@7,,"Once a points threshold is reached, panelists may redeem their points for online gift certificates or merchandise.",,"Add,Fact/Evidence",Fact/Evidence
10536,8-80,8-80_v2_19@8,,Each country has its own unique catalog.,,"Add,Fact/Evidence",Fact/Evidence
10776,9-1088,9-1088_v2_3@0,,Glossary,,"Add,Other",Other
10777,9-1088,9-1088_v2_28@3,,"Sunspots have been framed for communicable (CDs) and non-communicable disorders (NCDs), same as epidemics ( Hrushesky et al. , 2011 ; Stoupel et al. , 2003 ; Stienen et al. , 2015 ; Yeung, 2006 )",,"Add,Fact/Evidence",Fact/Evidence
10778,9-1088,9-1088_v2_31@4,,"Sunspot numbers correlation with other solar activity indices [UV/EUV, F10.7 flux (noontime measurement of the solar radio flux at a wavelength of 10.7 cm), Mg II] persisted at the same levels until 2000 ( Bruevich et al., 2014 ; Floyd et al., 2005 ).",,"Add,Fact/Evidence",Fact/Evidence
10779,9-1088,9-1088_v2_31@5,,"More importantly, they interact linearly except for the minima and maxima of the 11-year solar cycle, while these correlations vs sunspots and F10.7 flux, were shown to reach the lowest levels twice in each cycle ( Bruevich et al., 2014 ).",,"Add,Fact/Evidence",Fact/Evidence
10780,9-1088,9-1088_v2_31@6,,"Furthermore, the same study showed that a double-peak structure was observed in cycle 22 but not in cycle 21.",,"Add,Fact/Evidence",Fact/Evidence
10781,9-1088,9-1088_v2_31@7,,"These phenomena enhance the validity of our results, as the examined period comprise the minimum of the 21 st and the beginning of the maximum of the 22 nd cycle.",,"Add,Claim",Claim
10782,9-1088,9-1088_v2_31@8,,"It is established that the sunspot minima coincide with an increased flux of cosmic rays, whereas, in sunspot maxima the heliosphere is shielded by planetary magnetospheres- a phenomenon known as “Forbush decrease” ( Raghav et al., 2017 ).",,"Add,Fact/Evidence",Fact/Evidence
